id,area,confirmed,died,cured,asymptomatic,asymptomaticRelative,unconfirmed,relativeTime,confirmedRelative,unconfirmedRelative,curedRelative,diedRelative,icu,icuRelative,overseasInput,unOverseasInputCumulative,overseasInputRelative,unOverseasInputNewAdd,curConfirm,curConfirmRelative,icuDisable
1,china,143295,5706,128901,804,34,0,1644595200,315,0,252,3,5,-1,12990,130253,39,224,8688,8,1
2,oversea,410986770,5824601,331099806,None,None,None,1644595200,2233886,None,2532417,11600,None,None,None,None,None,None,74062363,-310131,None
