id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,82,0,79,3,0,0,0,0,1,0,0
3,青海,0,0,32,0,30,2,0,0,0,0,1,0,0
4,台湾,0,0,21492,90,13742,6897,90,0,853,0,1,0,0
5,香港,0,0,270133,3246,30281,235005,1909,1058,4847,279,1,0,0
6,贵州,1,0,170,2,160,8,2,0,2,0,1,2,0
7,吉林,3001,10,8128,18,589,7536,18,0,3,0,1,18,0
8,新疆,0,0,996,0,993,0,0,0,3,0,1,0,0
9,宁夏,0,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,3,1,1666,0,1631,34,-11,11,1,0,1,0,0
11,甘肃,139,16,565,5,368,195,5,0,2,0,1,5,0
12,天津,57,17,1425,53,1153,269,51,2,3,0,1,51,0
13,山西,0,0,295,0,275,20,-3,3,0,0,1,0,0
14,辽宁,304,99,1186,66,960,224,52,14,2,0,1,62,4
15,黑龙江,93,13,2159,16,2069,77,16,0,13,0,1,16,0
16,海南,3,0,193,0,184,3,0,0,6,0,1,0,0
17,河北,832,178,1747,38,1469,271,38,0,7,0,1,38,0
18,陕西,0,0,3099,28,2823,273,28,0,3,0,1,28,0
19,云南,389,26,2026,6,1920,104,4,2,2,0,1,5,1
20,广西,325,38,1333,12,1004,327,7,5,2,0,1,7,5
21,福建,108,60,1758,115,1518,239,114,1,1,0,1,113,0
22,上海,1254,156,4877,23,4227,643,23,0,7,0,1,8,15
23,北京,209,1,1675,12,1468,198,7,5,9,0,1,4,8
24,江苏,198,74,1962,15,1767,195,10,5,0,0,1,15,0
25,四川,72,4,1583,2,1440,140,-10,12,3,0,1,0,2
26,山东,1556,111,2276,42,1123,1146,36,6,7,0,1,36,6
27,江西,9,3,960,1,958,1,1,0,1,0,1,1,0
28,重庆,24,2,667,4,610,51,2,2,6,0,1,4,0
29,安徽,30,10,1021,1,1003,12,1,0,6,0,1,1,0
30,湖南,11,0,1239,1,1227,8,1,0,4,0,1,1,0
31,河南,117,9,2713,0,2644,47,-1,1,22,0,1,0,0
32,广东,1922,105,6152,104,4370,1774,14,90,8,0,1,83,21
33,浙江,278,12,2497,44,2059,437,44,0,1,0,1,39,0
34,湖北,16,1,68388,1,63840,36,-2,3,4512,0,1,1,0
