id,area,confirmed,died,cured,asymptomatic,asymptomaticRelative,unconfirmed,relativeTime,confirmedRelative,unconfirmedRelative,curedRelative,diedRelative,icu,icuRelative,overseasInput,unOverseasInputCumulative,overseasInputRelative,unOverseasInputNewAdd,curConfirm,curConfirmRelative,icuDisable
1,china,415480,10336,148389,11029,1310,14,1647360000,4653,8,1305,279,16,5,16615,398865,91,4562,256755,3069,1
2,oversea,462350421,6070013,396023752,None,None,None,1647360000,1548140,None,1569580,5934,None,None,None,None,None,None,60256656,-27374,None
