id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,127554481,192406,113432991,12754165,88.9%,1367325,1.1%
2,欧洲,167487789,747753,148054938,17687197,88.4%,1745654,1.0%
3,非洲,11648353,12135,10811435,585055,92.8%,251863,2.2%
4,大洋洲,4390529,79203,3802031,580158,86.6%,8340,0.2%
5,北美洲,95845881,55983,69449117,24969443,72.5%,1427321,1.5%
6,南美洲,55419211,59935,50458943,3690791,91.0%,1269477,2.3%
7,其他,712,0,699,0,98.2%,13,1.8%
