id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,82095475,85167,79381250,1504579,96.7%,1209646,1.5%
2,欧洲,74099989,405874,65137336,7543011,87.9%,1419642,1.9%
3,非洲,8747779,11162,8133056,390915,93.0%,223808,2.6%
4,大洋洲,371285,1674,329224,37833,88.7%,4228,1.1%
5,北美洲,59275878,146960,47815889,10263685,80.7%,1196304,2.0%
6,南美洲,39007037,19929,37096265,728339,95.1%,1182433,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
