id,area,confirmed,died,cured,asymptomatic,asymptomaticRelative,unconfirmed,relativeTime,confirmedRelative,unconfirmedRelative,curedRelative,diedRelative,icu,icuRelative,overseasInput,unOverseasInputCumulative,overseasInputRelative,unOverseasInputNewAdd,overseasInputRelative,unOverseasInputNewAdd,curConfirm,curConfirmRelative,icuDisable
1,china,128023,5697,119314,441,13,2,1638288000,85,1,39,0,7,-1,10211,117811,20,64,20,64,3012,45,1
2,oversea,263599726,5236098,237895035,None,None,None,1638288000,670574,None,561010,8746,None,None,None,None,None,None,None,None,20468593,100818,None
