id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,82,1,79,3,1,0,0,0,1,0,0
3,青海,0,0,30,0,30,0,0,0,0,0,1,0,0
4,台湾,0,0,20653,120,13742,6058,120,0,853,0,1,0,0
5,香港,0,0,138145,40010,20085,116694,39044,590,1366,376,1,0,0
6,贵州,0,0,162,0,160,0,0,0,2,0,1,0,0
7,吉林,15,11,622,13,588,31,13,0,3,0,1,4,9
8,新疆,0,0,996,0,993,0,0,0,3,0,1,0,0
9,宁夏,0,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,2,0,1621,7,1300,320,-20,27,1,0,1,7,0
11,甘肃,0,0,369,1,358,9,1,0,2,0,1,0,1
12,天津,7,0,1132,2,1090,39,2,0,3,0,1,1,1
13,山西,1,0,286,1,268,18,1,0,0,0,1,1,0
14,辽宁,21,3,1029,0,828,199,-4,4,2,0,1,0,0
15,黑龙江,45,3,2088,1,2050,25,1,0,13,0,1,1,0
16,海南,3,2,191,0,184,1,0,0,6,0,1,0,0
17,河北,1,0,1477,1,1469,1,1,0,7,0,1,1,0
18,陕西,0,0,2826,0,2823,0,0,0,3,0,1,0,0
19,云南,135,11,1960,1,1878,80,-1,2,2,0,1,1,0
20,广西,193,23,1130,10,856,272,-29,39,2,0,1,2,8
21,福建,27,0,1567,5,1475,91,2,3,1,0,1,0,5
22,上海,150,27,4432,44,3879,546,36,8,7,0,1,5,39
23,北京,133,9,1495,11,1365,121,8,3,9,0,1,0,11
24,江苏,46,0,1780,1,1675,105,-18,19,0,0,1,1,0
25,四川,59,5,1477,9,1379,95,7,2,3,0,1,1,8
26,山东,25,0,1142,4,1090,45,1,3,7,0,1,0,4
27,江西,0,0,959,0,958,0,0,0,1,0,1,0,0
28,重庆,13,0,622,0,607,9,0,0,6,0,1,0,0
29,安徽,0,0,1013,1,1003,4,1,0,6,0,1,0,1
30,湖南,0,0,1234,0,1226,4,0,0,4,0,1,0,0
31,河南,39,3,2672,5,2636,14,3,2,22,0,1,0,5
32,广东,469,50,4894,94,3907,979,86,8,8,0,1,28,66
33,浙江,123,1,2268,3,2019,248,3,0,1,0,1,2,1
34,湖北,23,2,68373,6,63808,53,6,0,4512,0,1,4,2
