id,content,count
1,疫情,223
2,深圳,112
3,核酸,83
4,核酸检测,54
5,确诊病例,43
6,人员,42
7,弹窗,42
8,俄罗斯,39
9,结束,37
10,风险,37
11,隔离,36
12,提示,34
13,真的,32
14,小区,31
15,希望,29
16,国家,29
17,防控,29
18,小时,28
19,新增,28
20,中国,26
21,西方,26
22,香港,25
23,全球,25
24,][,24
25,地区,24
26,送,23
27,乌克兰,23
28,美国,23
29,报告,23
30,解除,22
31,阳性,21
32,医院,21
33,无症状感染者,21
34,上班,20
35,晚上,20
36,境外输入,20
37,排查,20
38,危机,20
39,经济,20
40,区域,19
41,买,18
42,工作,18
43,社区,18
44,北京,18
45,通知,17
46,排队,17
47,检测,17
48,关注,17
49,做好,17
50,当日,17
51,大数据,17
52,48,16
53,时间,16
54,健康码,16
55,发现,15
56,配合,15
57,口罩,15
58,俄,15
59,战略,15
60,欧洲,15
61,健康,14
62,防疫,14
63,推送,14
64,德国,14
65,北约,14
66,临床,14
67,出门,13
68,分钟,13
69,物资,13
70,抗疫,13
71,居家,13
72,服务,13
73,影响,13
74,世界,13
75,到达,13
76,新冠肺炎,13
77,机场,13
78,恢复,13
79,累计,13
80,天津,13
81,天气,12
82,每日,12
83,阴性,12
84,2022年,12
85,国际,12
86,出院,12
87,医学,12
88,观察,12
89,防疫办,12
90,冷战,12
91,冲突,12
92,制裁,12
93,酒店,12
94,快快,11
95,加油,11
96,地铁,11
97,三月,11
98,辛苦,11
99,街道,11
100,苦涩,11
101,生活,11
102,罗马尼亚,11
103,防护,11
104,深圳市,11
105,本土,11
106,定点,11
107,开心,10
108,快点,10
109,记录,10
110,相关,10
111,暂停,10
112,悲],10
113,早日,10
114,班列,10
115,政策,10
116,情况,10
117,病例,10
118,在家,10
119,允悲,10
120,调整,10
121,改变,10
122,主动,10
123,12345,10
124,热线,10
125,欧盟,10
126,美,10
127,军事,10
128,1例,10
129,赶紧,9
130,成都,9
131,总理,9
132,新冠,9
133,筛查,9
134,措施,9
135,冰墩墩,9
136,雪容,9
137,重点,9
138,港,9
139,只能,9
140,公司,9
141,检查,9
142,武汉市,9
143,疑似病例,9
144,轻型,9
145,管控,9
146,患者,9
147,河北,9
148,消息,8
149,日子,8
150,！！！,8
151,回家,8
152,走,8
153,市场,8
154,办公,8
155,福田,8
156,工作人员,8
157,卫健委,8
158,早上,8
159,楼下,8
160,记者,8
161,趟,8
162,超话,8
163,好好,8
164,上海,8
165,最新,8
166,新闻,8
167,内容,8
168,公民,8
169,企业,8
170,市,8
171,东莞市,8
172,大朗镇,8
173,公寓,8
174,巷,8
175,1号,8
176,管理,8
177,高风险,8
178,力量,8
179,心态,8
180,涉疫,8
181,驻留,8
182,漫出,8
183,基层,8
184,完毕,8
185,政务,8
186,就诊,8
187,地缘,8
188,政治,8
189,对抗,8
190,经济战,8
191,采样,8
192,封,7
193,带,7
194,朋友,7
195,[心,7
196,感谢,7
197,努力,7
198,四,7
199,集体,7
200,计划,7
201,明天,7
202,喝,7
203,城市,7
204,冰墩,7
205,大朗,7
206,广西,7
207,医疗,7
208,治愈,7
209,第六,7
210,发生,7
211,收到,7
212,感染者,7
213,门诊,7
214,首都,7
215,海关,7
216,闭环,7
217,转至,7
218,综合,7
219,流行病史,7
220,表现,7
221,实验室,7
222,影像,7
223,学,7
224,诊断,7
225,分型,7
226,汉阳,6
227,确诊,6
228,[笑cry,6
229,散去,6
230,东莞,6
231,昨晚,6
232,封控,6
233,感到,6
234,小朋友,6
235,压岁钱,6
236,水果,6
237,简单,6
238,应对,6
239,心情,6
240,状态,6
241,支援,6
242,出示,6
243,全球化,6
244,历史,6
245,件,6
246,九点,6
247,打工人,6
248,感冒,6
249,新冠病毒,6
250,日常,6
251,天天,6
252,回,6
253,吃,6
254,增加,6
255,干,6
256,中心,6
257,坐,6
258,喜欢,6
259,听,6
260,立场,6
261,战争,6
262,博物馆,6
263,援港,6
264,开出,6
265,驻,6
266,变化,6
267,信息,6
268,发布,6
269,航班,6
270,现有,6
271,钱,6
272,[求,6
273,区,6
274,三亚,6
275,免税城,6
276,营业,6
277,指挥部,6
278,24时,6
279,普通型,6
280,轮,6
281,贴纸,6
282,丨,6
283,四川,6
284,旅居史,6
285,伴随,6
286,场所,6
287,疑问,6
288,自动,6
289,大规模,6
290,普京,6
291,某种,6
292,程度,6
293,格局,6
294,防御,6
295,加剧,6
296,日本,6
297,金融,6
298,复工,6
299,队长,5
300,昨天,5
301,住,5
302,包,5
303,早点,5
304,新区,5
