id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,80207556,97573,77332102,1696055,96.4%,1179399,1.5%
2,欧洲,67049404,316814,59747124,5963487,89.1%,1338793,2.0%
3,非洲,8620539,4484,7968231,431698,92.4%,220610,2.6%
4,大洋洲,328784,1878,281584,43301,85.6%,3899,1.2%
5,北美洲,57153948,100440,45975399,10013551,80.4%,1164998,2.0%
6,南美洲,38601702,20099,36726745,700945,95.1%,1174012,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
