id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,84793024,125982,81912132,1629876,96.6%,1251016,1.5%
2,欧洲,88771869,663442,75396828,11842344,84.9%,1532697,1.7%
3,非洲,9874748,37155,8743148,902229,88.5%,229371,2.3%
4,大洋洲,664373,32247,418193,241648,62.9%,4532,0.7%
5,北美洲,66517295,220657,50348215,14923131,75.7%,1245949,1.9%
6,南美洲,39912388,40122,37687550,1032402,94.4%,1192436,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
