id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,101028577,621333,93372226,6367147,92.4%,1289204,1.3%
2,欧洲,128376292,2111401,95949135,30806425,74.7%,1620732,1.3%
3,非洲,11094727,22335,9930425,924219,89.5%,240083,2.2%
4,大洋洲,2810825,41353,2403240,401290,85.5%,6295,0.2%
5,北美洲,89598042,696334,57708294,30564089,64.4%,1325659,1.5%
6,南美洲,48941671,221508,42145516,5578686,86.1%,1217469,2.5%
7,其他,712,0,699,0,98.2%,13,1.8%
