id,area,confirmed,died,cured,asymptomatic,asymptomaticRelative,unconfirmed,relativeTime,confirmedRelative,unconfirmedRelative,curedRelative,diedRelative,icu,icuRelative,overseasInput,unOverseasInputCumulative,overseasInputRelative,unOverseasInputNewAdd,curConfirm,curConfirmRelative,icuDisable
1,china,138960,5700,126391,810,28,0,1643644800,207,0,171,0,9,-1,12631,126329,27,180,6869,36,1
2,oversea,381850846,5699455,301509535,None,None,None,1643644800,3714264,None,2280259,35954,None,None,None,None,None,None,74641856,1398051,None
