id,area,confirmed,died,cured,asymptomatic,asymptomaticRelative,unconfirmed,relativeTime,confirmedRelative,unconfirmedRelative,curedRelative,diedRelative,icu,icuRelative,overseasInput,unOverseasInputCumulative,overseasInputRelative,unOverseasInputNewAdd,curConfirm,curConfirmRelative,icuDisable
1,china,132726,5699,120987,588,54,3,1641139200,247,3,51,0,30,8,11326,121366,67,146,6040,162,1
2,oversea,292855280,5460179,255289827,None,None,None,1641139200,1074886,None,410803,3623,None,None,None,None,None,None,32105274,660460,None
