id,area,confirmed,died,cured,asymptomatic,asymptomaticRelative,unconfirmed,relativeTime,confirmedRelative,unconfirmedRelative,curedRelative,diedRelative,icu,icuRelative,overseasInput,unOverseasInputCumulative,overseasInputRelative,unOverseasInputNewAdd,curConfirm,curConfirmRelative,icuDisable
1,china,137150,5700,124663,736,27,7,1642867200,298,1,254,0,11,1,12389,124709,39,207,6787,-8,1
2,oversea,352022844,5609123,279726722,None,None,None,1642867200,2848966,None,1774287,6138,None,None,None,None,None,None,66686999,1068541,None
