id,content,count
1,疫情,473
2,防控,258
3,西安,185
4,隔离,124
5,社区,122
6,恢复,119
7,工作,115
8,人员,104
9,地区,100
10,街道,99
11,时间,98
12,小区,89
13,落实,85
14,措施,84
15,核酸,83
16,风险,80
17,北京,78
18,西安市,76
19,小时,75
20,2022年,74
21,做好,72
22,天津,72
23,核酸检测,71
24,生活,64
25,证明,63
26,生产,60
27,检测,59
28,登记,53
29,通告,49
30,口罩,47
31,防疫,47
32,48,46
33,调整,46
34,新闻,45
35,有序,45
36,单位,45
37,指挥部,45
38,服务,45
39,记者,45
40,阳性,45
41,健康,44
42,期间,44
43,部门,44
44,报告,43
45,办理,43
46,阴性,40
47,发布,40
48,中心,40
49,回家,38
50,秩序,38
51,场所,38
52,新增,38
53,绿码,37
54,各项,37
55,新城,37
56,发现,37
57,发展,36
58,希望,35
59,情况,35
60,孩子,35
61,测温,35
62,市民,35
63,政策,35
64,群众,35
65,市,33
66,陕西省,33
67,市场,33
68,发布会,32
69,预约,32
70,活动,32
71,加油,32
72,确诊病例,32
73,经济,32
74,天津市,31
75,业务,31
76,戴,30
77,常态化,30
78,新冠肺炎,30
79,新区,30
80,本土,30
81,春节,29
82,扫码,29
83,城市,29
84,责任,29
85,管控,29
86,走,29
87,工作人员,29
88,新生儿,29
89,医院,28
90,雪,27
91,医疗,27
92,确诊,27
93,国际,27
94,孕产妇,27
95,][,27
96,管理,26
97,抗疫,26
98,西咸,26
99,中国,26
100,美国,26
101,显示,26
102,排队,26
103,辖区,26
104,保障,26
105,介绍,25
106,防护,25
107,聚集,25
108,发热,25
109,筛查,25
110,沣东,25
111,陕西,25
112,感染者,25
113,过年,24
114,一码通,24
115,结束,24
116,津南区,24
117,病例,24
118,新冠,24
119,提供,24
120,区域,23
121,旅客,23
122,社会,23
123,采集,23
124,岁,23
125,全市,22
126,门诊,22
127,机场,22
128,就医,22
129,企业,22
130,公司,21
131,相关,21
132,出行,21
133,复工,21
134,形势,21
135,出入,21
136,高风险,21
137,四,21
138,执行,21
139,影响,21
140,持续,21
141,航班,21
142,济南,20
143,国务院,20
144,国家,20
145,复产,20
