id,area,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedPercent,curedRelative,died,diedPercent,diedRelative,icuDisable
1,汤加王国,1,0,1,0,0,100.0%,0,0,0.0%,0,1
2,韩国,700102,3858,585673,108051,1965,83.7%,1870,6378,0.9%,23,1
3,帕劳共和国,152,55,19,133,50,12.5%,5,0,0.0%,0,1
4,圣赫勒拿,2,0,2,0,0,100.0%,0,0,0.0%,0,1
5,密克罗尼西亚,1,0,1,0,0,100.0%,0,0,0.0%,0,1
6,萨摩亚独立国,3,0,3,0,0,100.0%,0,0,0.0%,0,1
7,瓦努阿图共和国,7,0,6,0,0,85.7%,0,1,14.3%,0,1
8,马尔维纳斯群岛,85,0,68,17,0,80.0%,0,0,0.0%,0,1
9,马绍尔群岛,7,0,4,3,0,57.1%,0,0,0.0%,0,1
10,瓦利斯和富图纳群岛,454,0,438,9,0,96.5%,0,7,1.5%,0,1
11,所罗门群岛,25,0,20,5,0,80.0%,0,0,0.0%,0,1
12,莱索托,31734,0,19915,11132,0,62.8%,0,687,2.2%,0,1
13,科摩罗,7767,11,7096,512,0,91.4%,116,159,2.0%,0,1
14,塔吉克斯坦,17095,0,16966,5,0,99.2%,0,124,0.7%,0,1
15,海峡群岛,36852,0,33575,3155,0,91.1%,0,122,0.3%,0,1
16,阿拉伯联合酋长国,808237,2989,761213,44829,2040,94.2%,945,2195,0.3%,4,1
17,也门,10308,56,7046,1271,54,68.4%,1,1991,19.3%,1,1
18,圣皮埃尔,494,79,240,254,56,48.6%,23,0,0.0%,0,1
19,圣多美和普林西比,5569,74,4065,1438,0,73.0%,73,66,1.2%,1,1
20,南苏丹,16533,0,12934,3463,0,78.2%,0,136,0.8%,0,1
21,马拉维,82792,213,65521,14797,0,79.1%,259,2474,3.0%,7,1
22,布隆迪,36257,0,773,35446,0,2.1%,0,38,0.1%,0,1
23,塞拉利昂,7544,13,4393,3026,13,58.2%,0,125,1.7%,0,1
24,博茨瓦纳,239887,0,227041,10312,0,94.6%,0,2534,1.1%,0,1
25,百慕大,9144,0,7081,1953,0,77.4%,0,110,1.2%,0,1
26,英属维尔京群岛,5449,0,2649,2753,0,48.6%,0,47,0.9%,0,1
27,安圭拉,2109,69,1913,189,12,90.7%,56,7,0.3%,1,1
28,格林纳达,9718,0,6307,3207,0,64.9%,0,204,2.1%,0,1
29,圣基茨和尼维斯,4968,0,3723,1217,0,74.9%,0,28,0.6%,0,1
30,特克斯和凯科斯群岛,5110,85,4565,515,79,89.3%,6,30,0.6%,0,1
31,几内亚比绍,7034,30,6343,539,24,90.2%,6,152,2.2%,0,1
32,马里,28755,264,24425,3638,0,84.9%,651,692,2.4%,3,1
33,利比亚,398055,736,385075,7127,122,96.7%,602,5853,1.5%,12,1
34,老挝,125333,602,7660,117176,600,6.1%,0,497,0.4%,2,1
35,伯利兹,41867,0,33350,7906,0,79.7%,0,611,1.5%,0,1
36,缅甸,533245,123,511333,2608,5,95.9%,117,19304,3.6%,1,1
37,多米尼克,7957,0,7262,647,0,91.3%,0,48,0.6%,0,1
38,莫桑比克,219390,284,189069,28189,280,86.2%,0,2132,1.0%,4,1
39,叙利亚,50748,36,34803,12995,0,68.6%,203,2950,5.8%,3,1
40,马恩岛,14126,0,13755,301,0,97.4%,0,70,0.5%,0,1
41,巴布亚新几内亚,36446,11,35798,52,0,98.2%,12,596,1.6%,0,1
42,厄立特里亚,9002,126,8344,570,35,92.7%,89,88,1.0%,2,1
43,乌干达,158676,438,98957,56295,389,62.4%,36,3424,2.2%,13,1
44,安哥拉,93974,170,84642,7466,0,90.1%,170,1866,2.0%,6,1
45,东帝汶,19863,0,19729,12,0,99.3%,14,122,0.6%,0,1
46,新喀里多尼亚,13829,293,12746,801,156,92.2%,136,282,2.0%,1,1
47,马达加斯加,55827,0,50381,4277,0,90.2%,0,1169,2.1%,0,1
48,津巴布韦,226460,144,208112,13090,0,91.9%,1014,5258,2.3%,4,1
49,佛得角,54367,0,51509,2482,0,94.7%,0,376,0.7%,0,1
50,蒙特塞拉特,139,0,74,64,0,53.2%,0,1,0.7%,0,1
51,海地,27819,0,24057,2982,0,86.5%,0,780,2.8%,0,1
52,尼日尔,8413,20,7406,714,0,88.0%,23,293,3.5%,4,1
53,乍得,6887,0,4874,1828,0,70.8%,0,185,2.7%,0,1
54,萨尔瓦多,123577,0,116742,3001,0,94.5%,0,3834,3.1%,2,1
55,尼加拉瓜,17563,0,4225,13124,0,24.1%,0,214,1.2%,0,1
56,斐济,59785,367,55236,3803,0,92.4%,2340,746,1.2%,16,1
57,毛里求斯,24903,0,22710,1431,0,91.2%,0,762,3.1%,0,1
58,赞比亚,296817,685,279322,13629,0,94.1%,3347,3866,1.3%,6,1
59,吉布提,14984,143,14224,571,0,94.9%,240,189,1.3%,0,1
60,吉尔吉斯斯坦,191288,781,181225,7227,676,94.7%,102,2836,1.5%,3,1
61,巴巴多斯,35734,412,29851,5614,141,83.5%,271,269,0.8%,0,1
62,黑山,204862,1116,189450,12933,0,92.5%,1890,2479,1.2%,5,1
63,冈比亚,11572,0,9844,1381,0,85.1%,0,347,3.0%,0,1
64,格陵兰岛,8025,0,2761,5261,0,34.4%,0,3,0.0%,0,1
65,贝宁,26036,0,25033,841,0,96.1%,0,162,0.6%,0,1
66,索马里,24261,0,13182,9744,0,54.3%,0,1335,5.5%,0,1
67,坦桑尼亚,31395,0,183,30467,0,0.6%,0,745,2.4%,0,1
68,利比里亚,7121,0,5747,1087,0,80.7%,0,287,4.0%,0,1
69,圭亚那合作共和国,52095,1082,39630,11369,842,76.1%,231,1096,2.1%,9,1
70,马约特,34555,0,2964,31405,0,8.6%,0,186,0.5%,0,1
71,巴哈马,30850,195,23052,7079,163,74.7%,32,719,2.3%,0,1
72,乌兹别克斯坦,206122,1037,199193,5411,586,96.6%,448,1518,0.7%,3,1
73,瓜德罗普,73959,0,2250,70956,0,3.0%,0,753,1.0%,0,1
74,开曼群岛,11666,0,8093,3558,0,69.4%,0,15,0.1%,0,1
75,刚果（布）,23244,0,18993,3880,0,81.7%,0,371,1.6%,0,1
76,中非共和国,13319,0,6859,6352,0,51.5%,0,108,0.8%,0,1
77,塞舌尔,32846,0,27657,5049,0,84.2%,0,140,0.4%,0,1
78,赤道几内亚,15492,0,13710,1604,0,88.5%,0,178,1.1%,0,1
79,纳米比亚,154536,0,142813,7900,0,92.4%,0,3823,2.5%,0,1
80,卢旺达,125568,364,45522,78635,359,36.3%,0,1411,1.1%,5,1
81,斯威士兰,67878,19,65899,616,0,97.1%,148,1363,2.0%,6,1
82,毛里塔尼亚,55395,598,42625,11861,103,76.9%,490,909,1.6%,5,1
83,阿鲁巴,30976,257,29510,1280,0,95.3%,575,186,0.6%,0,1
84,钻石公主号邮轮,712,0,699,0,0,98.2%,0,13,1.8%,0,1
85,苏里南,65282,435,49161,14905,430,75.3%,4,1216,1.9%,1,1
86,库拉索,33942,0,21771,11965,0,64.1%,0,206,0.6%,0,1
87,圣卢西亚,17531,562,13932,3285,413,79.5%,149,314,1.8%,0,1
88,圣文森特和格林纳丁斯,6599,0,5609,903,0,85.0%,0,87,1.3%,0,1
89,安提瓜和巴布达,5321,0,4175,1026,0,78.5%,0,120,2.3%,0,1
90,危地马拉,653555,1397,613395,23981,991,93.9%,405,16179,2.5%,1,1
91,乌拉圭,520822,12574,431182,83392,7541,82.8%,5015,6248,1.2%,18,1
92,委内瑞拉,456641,1049,438722,12536,847,96.1%,200,5383,1.2%,2,1
93,苏丹,51802,0,40329,8085,0,77.9%,0,3388,6.5%,0,1
94,几内亚,35602,0,31183,4011,0,87.6%,0,408,1.1%,0,1
95,埃塞俄比亚,458203,1043,375353,75688,0,81.9%,1843,7162,1.6%,16,1
96,哈萨克斯坦,1071130,11524,973637,84406,9808,90.9%,1712,13087,1.2%,4,1
97,肯尼亚,317857,223,285627,26731,0,89.9%,900,5499,1.7%,11,1
98,特立尼达和多巴哥,101376,404,81602,16566,387,80.5%,0,3208,3.2%,17,1
99,加蓬,45405,0,39889,5217,0,87.9%,0,299,0.7%,0,1
100,加纳,153514,0,143151,9020,0,93.2%,0,1343,0.9%,0,1
101,法属波利尼西亚,47132,0,33500,12996,0,71.1%,0,636,1.3%,0,1
102,古巴,1002499,3562,976656,17502,1188,97.4%,2369,8341,0.8%,5,1
