id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,119311262,694536,109049972,8910619,91.4%,1350671,1.1%
2,欧洲,159212367,756832,138264218,19227212,86.8%,1720937,1.1%
3,非洲,11561623,6544,10683999,627665,92.4%,249959,2.2%
4,大洋洲,3798318,48973,3335047,455254,87.8%,8017,0.2%
5,北美洲,95252627,100652,66938465,26900456,70.3%,1413706,1.5%
6,南美洲,54606185,107044,48734665,4609985,89.2%,1261535,2.3%
7,其他,712,0,699,0,98.2%,13,1.8%
