id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,83549389,77060,80793962,1520025,96.7%,1235402,1.5%
2,欧洲,80801416,326605,70716791,8595808,87.5%,1488817,1.8%
3,非洲,9275809,31292,8388179,661267,90.4%,226363,2.4%
4,大洋洲,416113,3886,364977,46731,87.7%,4405,1.1%
5,北美洲,61641072,97684,49179876,11237950,79.8%,1223246,2.0%
6,南美洲,39316167,18431,37339560,787760,95.0%,1188847,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
