id,area,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedPercent,curedRelative,died,diedPercent,diedRelative,icuDisable
1,汤加王国,1,0,1,0,0,100.0%,0,0,0.0%,0,1
2,韩国,719269,6601,594023,118745,5336,82.6%,1237,6501,0.9%,28,1
3,帕劳共和国,333,19,31,302,13,9.3%,6,0,0.0%,0,1
4,圣赫勒拿,2,0,2,0,0,100.0%,0,0,0.0%,0,1
5,密克罗尼西亚,1,0,1,0,0,100.0%,0,0,0.0%,0,1
6,萨摩亚独立国,13,0,3,10,0,23.1%,0,0,0.0%,0,1
7,瓦努阿图共和国,7,0,6,0,0,85.7%,0,1,14.3%,0,1
8,马尔维纳斯群岛,85,0,68,17,0,80.0%,0,0,0.0%,0,1
9,马绍尔群岛,7,0,7,0,0,100.0%,0,0,0.0%,0,1
10,瓦利斯和富图纳群岛,454,0,438,9,0,96.5%,0,7,1.5%,0,1
11,所罗门群岛,169,88,20,149,88,11.8%,0,0,0.0%,0,1
12,莱索托,31899,0,20530,10679,0,64.4%,0,690,2.2%,0,1
13,科摩罗,7793,9,7480,154,-103,96.0%,112,159,2.0%,0,1
14,塔吉克斯坦,17118,0,16971,23,0,99.1%,0,124,0.7%,0,1
15,海峡群岛,38232,339,35051,3055,-73,91.7%,412,126,0.3%,0,1
16,阿拉伯联合酋长国,819866,2921,765982,51677,1667,93.4%,1251,2207,0.3%,3,1
17,也门,10485,0,7051,1439,0,67.2%,0,1995,19.0%,0,1
18,圣皮埃尔,630,32,405,225,-10,64.3%,42,0,0.0%,0,1
19,圣多美和普林西比,5798,147,4751,979,-214,81.9%,359,68,1.2%,2,1
20,南苏丹,16653,20,12934,3582,19,77.7%,0,137,0.8%,1,1
21,马拉维,83565,184,66877,14181,-473,80.0%,646,2507,3.0%,11,1
22,布隆迪,36868,83,773,36057,83,2.1%,0,38,0.1%,0,1
23,塞拉利昂,7572,5,4393,3054,5,58.0%,0,125,1.7%,0,1
24,博茨瓦纳,243946,4059,235030,6372,-3940,96.3%,7989,2544,1.0%,10,1
25,百慕大,9766,622,7768,1886,-67,79.5%,687,112,1.1%,2,1
26,英属维尔京群岛,5602,153,2649,2906,153,47.3%,0,47,0.8%,0,1
27,安圭拉,2187,0,1997,183,0,91.3%,0,7,0.3%,0,1
28,格林纳达,10960,253,8047,2708,-248,73.4%,500,205,1.9%,1,1
29,圣基茨和尼维斯,5190,49,4392,770,-253,84.6%,302,28,0.5%,0,1
30,特克斯和凯科斯群岛,5442,171,4723,687,155,86.8%,16,32,0.6%,0,1
31,几内亚比绍,7211,62,6387,671,49,88.6%,13,153,2.1%,0,1
32,马里,29430,102,25198,3528,-43,85.6%,142,704,2.4%,3,1
33,利比亚,403144,1700,387529,9708,1120,96.1%,562,5907,1.5%,18,1
34,老挝,128924,676,7660,120746,666,5.9%,0,518,0.4%,10,1
35,伯利兹,45753,814,35674,9463,218,78.0%,595,616,1.3%,1,1
36,缅甸,533815,128,511936,2571,-41,95.9%,168,19308,3.6%,1,1
37,多米尼克,8421,392,7606,766,85,90.3%,307,49,0.6%,0,1
38,莫桑比克,221975,524,198303,21523,-1703,89.3%,2221,2149,1.0%,6,1
39,叙利亚,50902,41,35698,12242,-192,70.1%,230,2962,5.8%,3,1
40,马恩岛,14126,0,13755,301,0,97.4%,0,70,0.5%,0,1
41,巴布亚新几内亚,36446,0,35798,52,0,98.2%,0,596,1.6%,0,1
42,厄立特里亚,9192,77,8628,474,-112,93.9%,188,90,1.0%,1,1
43,乌干达,159454,0,99016,56984,0,62.1%,0,3454,2.2%,0,1
44,安哥拉,95676,441,86928,6864,-234,90.9%,671,1884,2.0%,4,1
45,东帝汶,19866,0,19731,13,-1,99.3%,1,122,0.6%,0,1
46,新喀里多尼亚,15195,341,12947,1966,231,85.2%,110,282,1.9%,0,1
47,马达加斯加,55827,0,50381,4277,0,90.2%,0,1169,2.1%,0,1
48,津巴布韦,227695,143,211582,10833,-768,92.9%,907,5280,2.3%,4,1
49,佛得角,55178,0,52864,1931,0,95.8%,0,383,0.7%,0,1
50,蒙特塞拉特,152,1,112,39,0,73.7%,1,1,0.7%,0,1
51,海地,28117,87,24217,3120,34,86.1%,53,780,2.8%,0,1
52,尼日尔,8503,31,7511,697,-5,88.3%,35,295,3.5%,1,1
53,乍得,6887,0,4874,1828,0,70.8%,0,185,2.7%,0,1
54,萨尔瓦多,123577,0,116742,2988,-7,94.5%,0,3847,3.1%,7,1
55,尼加拉瓜,17604,0,4225,13164,0,24.0%,0,215,1.2%,0,1
56,斐济,60931,422,56281,3882,-199,92.4%,605,768,1.3%,16,1
57,毛里求斯,25159,40,24235,162,-21,96.3%,61,762,3.0%,0,1
58,赞比亚,300587,616,287646,9056,-1903,95.7%,2513,3885,1.3%,6,1
59,吉布提,15250,66,14624,437,-55,95.9%,121,189,1.2%,0,1
60,吉尔吉斯斯坦,193816,788,181976,8997,503,93.9%,284,2843,1.5%,1,1
61,巴巴多斯,38171,559,31364,6533,451,82.2%,106,274,0.7%,2,1
62,黑山,210931,1548,197881,10545,-655,93.8%,2200,2505,1.2%,3,1
63,冈比亚,11572,0,10156,1069,0,87.8%,0,347,3.0%,0,1
64,格陵兰岛,9407,242,2761,6642,241,29.4%,0,4,0.0%,1,1
65,贝宁,26309,0,25506,640,-473,96.9%,473,163,0.6%,0,1
66,索马里,24322,61,13182,9805,61,54.2%,0,1335,5.5%,0,1
67,坦桑尼亚,32393,0,183,31457,0,0.6%,0,753,2.3%,0,1
68,利比里亚,7208,87,5747,1173,86,79.7%,0,288,4.0%,1,1
69,圭亚那合作共和国,55628,815,42013,12493,145,75.5%,667,1122,2.0%,3,1
70,马约特,35691,0,2964,32540,0,8.3%,0,187,0.5%,0,1
71,巴哈马,31915,144,23470,7719,74,73.5%,63,726,2.3%,7,1
72,乌兹别克斯坦,210899,1321,201246,8121,1318,95.4%,0,1532,0.7%,3,1
73,瓜德罗普,94765,20806,2250,91753,20797,2.4%,0,762,0.8%,9,1
74,开曼群岛,11666,0,8093,3558,0,69.4%,0,15,0.1%,0,1
75,刚果（布）,23380,0,18993,4016,0,81.2%,0,371,1.6%,0,1
76,中非共和国,13509,190,6859,6541,189,50.8%,0,109,0.8%,1,1
77,塞舌尔,34367,1521,28964,5260,211,84.3%,1307,143,0.4%,3,1
78,赤道几内亚,15558,0,14141,1238,0,90.9%,0,179,1.2%,0,1
79,纳米比亚,155027,0,144419,6706,0,93.2%,0,3902,2.5%,0,1
80,卢旺达,127655,542,45522,80705,537,35.7%,0,1428,1.1%,5,1
81,斯威士兰,68047,28,66217,464,-51,97.3%,78,1366,2.0%,1,1
82,毛里塔尼亚,56946,370,47222,8804,-841,82.9%,1209,920,1.6%,2,1
83,阿鲁巴,32056,232,30775,1094,-25,96.0%,257,187,0.6%,0,1
84,钻石公主号邮轮,712,0,699,0,0,98.2%,0,13,1.8%,0,1
85,苏里南,68560,792,49190,18142,782,71.7%,4,1228,1.8%,6,1
86,库拉索,35617,421,25504,9902,-99,71.6%,517,211,0.6%,3,1
87,圣卢西亚,18746,424,14504,3926,271,77.4%,153,316,1.7%,0,1
88,圣文森特和格林纳丁斯,6615,11,5652,873,-5,85.4%,14,90,1.4%,2,1
89,安提瓜和巴布达,5815,0,4501,1192,0,77.4%,0,122,2.1%,0,1
90,危地马拉,666017,3173,617312,32460,2207,92.7%,946,16245,2.4%,20,1
91,乌拉圭,569037,12997,489418,73335,-16552,86.0%,29535,6284,1.1%,14,1
92,委内瑞拉,463145,2086,442217,15533,1022,95.5%,1061,5395,1.2%,3,1
93,苏丹,53959,879,40329,10237,876,74.7%,0,3393,6.3%,3,1
94,几内亚,35719,0,31183,4126,0,87.3%,0,410,1.1%,0,1
95,埃塞俄比亚,461252,643,382581,71445,-139,82.9%,760,7226,1.6%,22,1
96,哈萨克斯坦,1117160,16284,980844,123205,14022,87.8%,2256,13111,1.2%,6,1
97,肯尼亚,319838,459,288424,25886,-10,90.2%,461,5528,1.7%,8,1
98,特立尼达和多巴哥,105264,1063,83952,18034,-753,79.8%,1798,3278,3.1%,18,1
99,加蓬,45909,258,40704,4905,-161,88.7%,419,300,0.7%,0,1
100,加纳,154891,277,147310,6224,-547,95.1%,821,1357,0.9%,3,1
101,法属波利尼西亚,47470,0,33500,13334,0,70.6%,0,636,1.3%,0,1
102,古巴,1015203,0,989478,17372,0,97.5%,0,8353,0.8%,0,1
103,留尼汪岛,133617,0,86669,46486,0,64.9%,0,462,0.3%,0,1
104,科特迪瓦,79814,0,76224,2819,0,95.5%,0,771,1.0%,0,1
105,洪都拉斯,387515,759,127029,250017,755,32.8%,0,10469,2.7%,4,1
106,玻利维亚,795087,9993,624000,150583,2009,78.5%,7919,20504,2.6%,65,1
107,圣马丁岛,8965,68,7012,1876,-280,78.2%,348,77,0.9%,0,1
108,圣巴泰勒米岛,3282,355,462,2814,355,14.1%,0,6,0.2%,0,1
109,牙买加,117717,860,68079,47070,655,57.8%,199,2568,2.2%,6,1
110,土耳其,10808770,71843,10072788,650382,-14271,93.2%,85948,85600,0.8%,166,1
111,刚果（金）,84283,1214,50930,32075,1214,60.4%,0,1278,1.5%,0,1
112,巴拿马,614957,12351,529954,77438,8069,86.2%,4271,7565,1.2%,11,1
113,蒙古国,420839,3282,313256,105490,3281,74.4%,0,2093,0.5%,1,1
114,布基纳法索,20435,21,19419,663,-44,95.0%,65,353,1.7%,0,1
115,塞浦路斯,235364,2282,124370,110294,2271,52.8%,0,700,0.3%,11,1
116,文莱,16066,0,15600,368,0,97.1%,0,98,0.6%,0,1
117,马提尼克,71193,0,104,70276,0,0.1%,0,813,1.1%,0,1
118,法属圭亚那,72819,642,11254,61206,641,15.5%,0,359,0.5%,1,1
119,法罗群岛,13207,0,7693,5499,0,58.2%,0,15,0.1%,0,1
120,阿尔巴尼亚,244182,2383,216785,24105,626,88.8%,1754,3292,1.3%,3,1
121,孟加拉国,1664616,11434,1555597,80827,10670,93.5%,752,28192,1.7%,12,1
122,保加利亚,870751,8932,642518,195629,8464,73.8%,381,32604,3.7%,87,1
123,摩尔多瓦,404556,3907,369770,24285,3123,91.4%,766,10501,2.6%,18,1
124,马尔代夫,112628,2199,100811,11548,963,89.5%,1232,269,0.2%,4,1
125,巴拉圭,528678,6770,460601,51142,4143,87.1%,2602,16935,3.2%,25,1
126,马耳他,65311,306,56437,8353,-757,86.4%,1062,521,0.8%,1,1
127,哥斯达黎加,643496,6016,570481,65564,5321,88.7%,688,7451,1.2%,7,1
128,哥伦比亚,5686065,30506,5385402,168839,-510,94.7%,30826,131824,2.3%,190,1
129,多哥,36176,56,30063,5847,-274,83.1%,328,266,0.7%,2,1
130,秘鲁,2839519,56883,1720665,914860,56765,60.6%,0,203994,7.2%,118,1
131,斯洛伐克,903833,7035,840281,45975,5923,93.0%,1055,17577,1.9%,57,1
132,喀麦隆,114113,0,106050,6196,0,92.9%,0,1867,1.6%,0,1
133,梵蒂冈,29,0,27,2,0,93.1%,0,0,0.0%,0,1
134,塞尔维亚,1518024,16403,1292440,212373,13637,85.1%,2736,13211,0.9%,30,1
135,直布罗陀,11557,341,10014,1443,-44,86.6%,385,100,0.9%,0,1
136,不丹,3458,141,2654,801,141,76.7%,0,3,0.1%,0,1
137,列支敦士登,7731,134,7238,420,44,93.6%,90,73,0.9%,0,1
138,巴勒斯坦,451106,0,437262,9066,0,96.9%,0,4778,1.1%,0,1
139,南非,3576379,3960,3403253,79177,-679,95.2%,4500,93949,2.6%,139,1
140,波黑,326995,0,192218,120826,0,58.8%,0,13951,4.3%,0,1
141,匈牙利,1401457,15957,1193210,167425,9001,85.1%,6891,40822,2.9%,65,1
142,斯洛文尼亚,579480,9860,477231,96506,5775,82.4%,4074,5743,1.0%,11,1
143,波兰,4443217,36664,3823409,516182,26725,86.1%,9691,103626,2.3%,248,1
144,阿根廷,7694506,129709,6626239,949298,19647,86.1%,109881,118969,1.5%,181,1
145,智利,1934204,17682,1755294,139436,16725,90.8%,939,39474,2.0%,18,1
146,乌克兰,3819538,20156,3576268,144277,15520,93.6%,4486,98993,2.6%,150,1
147,沙特阿拉伯,643211,4884,590140,44155,-1208,91.7%,6090,8916,1.4%,2,1
148,突尼斯,826838,0,713561,87365,0,86.3%,0,25912,3.1%,0,1
149,塞内加尔,83855,103,77148,4786,-232,92.0%,331,1921,2.3%,4,1
150,拉脱维亚,324999,0,280384,39842,0,86.3%,0,4773,1.5%,0,1
151,摩洛哥,1086340,9061,1001741,69517,3726,92.2%,5313,15082,1.4%,22,1
152,约旦,1129995,6289,1073539,43407,3344,95.0%,2930,13049,1.2%,15,1
153,葡萄牙,2118125,58530,1675736,422893,38325,79.1%,20156,19496,0.9%,49,1
154,安道尔,33025,2313,27872,5009,-1109,84.4%,3420,144,0.4%,2,1
155,印度尼西亚,4280248,2604,4121928,14119,1791,96.3%,811,144201,3.4%,2,1
156,捷克,2705754,26987,2452127,216630,22477,90.6%,4485,36997,1.4%,25,1
157,多米尼加,530998,7024,492254,34465,612,92.7%,6412,4279,0.8%,0,1
158,亚美尼亚,349957,628,333982,7949,503,95.4%,125,8026,2.3%,0,1
159,爱尔兰,1134548,5523,666877,461584,254,58.8%,5269,6087,0.5%,0,1
160,卢森堡,137570,3070,109381,27246,942,79.5%,2128,943,0.7%,0,1
161,厄瓜多尔,664664,0,443880,186497,0,66.8%,0,34287,5.2%,0,1
162,卡塔尔,317277,3204,275813,40832,-868,86.9%,4072,632,0.2%,0,1
163,圣马力诺,11466,0,9675,1684,0,84.4%,0,107,0.9%,0,1
164,摩纳哥,7304,119,6708,552,95,91.8%,24,44,0.6%,0,1
165,冰岛,54579,1458,43732,10803,166,80.1%,1292,44,0.1%,0,1
166,墨西哥,4545683,50373,3583463,659830,17915,78.8%,32180,302390,6.7%,278,1
167,阿塞拜疆,630420,2254,611156,10683,1090,96.9%,1133,8581,1.4%,31,1
