id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,82842275,85361,80124277,1493405,96.7%,1224593,1.5%
2,欧洲,77529851,425078,67888535,8184231,87.6%,1457085,1.9%
3,非洲,8954311,33652,8203393,525751,91.6%,225167,2.5%
4,大洋洲,387781,1756,346531,36910,89.4%,4340,1.1%
5,北美洲,60486020,134974,48526627,10748167,80.2%,1211226,2.0%
6,南美洲,39179390,17262,37234940,758497,95.0%,1185953,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
