id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,83482347,70427,80728485,1519405,96.7%,1234457,1.5%
2,欧洲,80484739,373387,70404604,8594011,87.5%,1486124,1.8%
3,非洲,9250761,35903,8362824,661667,90.4%,226270,2.4%
4,大洋洲,412009,4097,362902,44702,88.1%,4405,1.1%
5,北美洲,61560135,188713,49150403,11186655,79.8%,1223077,2.0%
6,南美洲,39305084,14531,37331587,784892,95.0%,1188605,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
