id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,82,0,79,3,0,0,0,0,1,0,0
3,青海,0,0,30,0,30,0,0,0,0,0,1,0,0
4,台湾,0,0,20840,123,13742,6245,123,0,853,0,1,0,0
5,香港,0,0,187478,17965,21888,163816,17000,745,1774,220,1,0,0
6,贵州,0,0,162,0,160,0,0,0,2,0,1,0,0
7,吉林,80,36,675,26,588,84,26,0,3,0,1,26,0
8,新疆,0,0,996,0,993,0,0,0,3,0,1,0,0
9,宁夏,0,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,1,0,1650,12,1389,260,-24,36,1,0,1,12,0
11,甘肃,0,0,376,6,362,12,3,3,2,0,1,5,1
12,天津,14,0,1151,1,1099,49,-3,4,3,0,1,0,1
13,山西,0,0,288,1,268,20,1,0,0,0,1,1,0
14,辽宁,27,7,1031,0,867,162,-21,21,2,0,1,0,0
15,黑龙江,47,2,2093,0,2053,27,-2,2,13,0,1,0,0
16,海南,3,1,193,0,184,3,0,0,6,0,1,0,0
17,河北,2,0,1502,14,1469,26,14,0,7,0,1,14,0
18,陕西,0,0,2828,2,2823,2,2,0,3,0,1,2,0
19,云南,174,18,1972,4,1882,88,3,1,2,0,1,4,0
20,广西,207,17,1196,22,876,318,13,9,2,0,1,5,17
21,福建,27,3,1586,2,1483,102,-1,3,1,0,1,0,2
22,上海,232,45,4530,28,3973,550,-45,73,7,0,1,3,25
23,北京,146,6,1526,13,1379,138,9,4,9,0,1,0,13
24,江苏,37,3,1787,5,1705,82,-1,6,0,0,1,4,1
25,四川,78,16,1509,10,1381,125,10,0,3,0,1,0,10
26,山东,18,2,1275,117,1093,175,116,1,7,0,1,115,2
27,江西,0,0,959,0,958,0,0,0,1,0,1,0,0
28,重庆,14,2,623,0,607,10,0,0,6,0,1,0,0
29,安徽,0,0,1013,0,1003,4,0,0,6,0,1,0,0
30,湖南,0,0,1235,0,1227,4,-1,1,4,0,1,0,0
31,河南,40,1,2685,5,2639,24,5,0,22,0,1,1,4
32,广东,597,57,5250,92,3963,1279,76,16,8,0,1,20,72
33,浙江,131,2,2285,8,2019,265,8,0,1,0,1,2,6
34,湖北,24,1,68378,0,63808,58,0,0,4512,0,1,0,0
