id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,113856430,575155,105389555,7132965,92.6%,1333910,1.2%
2,欧洲,153210918,906962,127912975,23600846,83.5%,1697097,1.1%
3,非洲,11486319,25137,10522409,715397,91.6%,248513,2.2%
4,大洋洲,3406253,36752,3089052,309570,90.7%,7631,0.2%
5,北美洲,94496797,162052,64761792,28342209,68.5%,1392796,1.5%
6,南美洲,53742349,130438,47166122,5323778,87.8%,1252449,2.3%
7,其他,712,0,699,0,98.2%,13,1.8%
