id,area,confirmed,died,cured,asymptomatic,asymptomaticRelative,unconfirmed,relativeTime,confirmedRelative,unconfirmedRelative,curedRelative,diedRelative,icu,icuRelative,overseasInput,unOverseasInputCumulative,overseasInputRelative,unOverseasInputNewAdd,curConfirm,curConfirmRelative,icuDisable
1,china,143778,5706,128984,801,39,2,1644681600,535,2,83,0,5,0,13048,130658,58,405,9088,380,1
2,oversea,412365259,5830160,332894055,None,None,None,1644681600,1863976,None,1667053,7824,None,None,None,None,None,None,73641044,189099,None
