id,area,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedPercent,curedRelative,died,diedPercent,diedRelative,icuDisable
1,基里巴斯,2548,97,314,2231,2,12.3%,95,3,0.1%,0,1
2,汤加王国,141,0,2,139,0,1.4%,0,0,0.0%,0,1
3,韩国,1405246,56425,792107,606037,47342,56.4%,9047,7102,0.5%,36,1
4,帕劳共和国,3133,0,1757,1375,0,56.1%,0,1,0.0%,0,1
5,圣赫勒拿,2,0,2,0,0,100.0%,0,0,0.0%,0,1
6,密克罗尼西亚,1,0,1,0,0,100.0%,0,0,0.0%,0,1
7,萨摩亚独立国,33,0,3,30,0,9.1%,0,0,0.0%,0,1
8,瓦努阿图共和国,7,0,6,0,0,85.7%,0,1,14.3%,0,1
9,马尔维纳斯群岛,89,0,68,21,0,76.4%,0,0,0.0%,0,1
10,马绍尔群岛,7,0,7,0,0,100.0%,0,0,0.0%,0,1
11,瓦利斯和富图纳群岛,454,0,438,9,0,96.5%,0,7,1.5%,0,1
12,所罗门群岛,4489,0,1100,3331,0,24.5%,0,58,1.3%,0,1
13,莱索托,32372,0,22812,8864,0,70.5%,0,696,2.2%,0,1
14,科摩罗,8005,0,7689,156,0,96.1%,0,160,2.0%,0,1
15,塔吉克斯坦,17375,6,17236,15,0,99.2%,6,124,0.7%,0,1
16,海峡群岛,46366,0,43091,3138,0,92.9%,0,137,0.3%,0,1
17,阿拉伯联合酋长国,868237,1266,800884,65068,-1248,92.2%,2513,2285,0.3%,1,1
18,也门,11671,12,8453,1115,-11,72.4%,20,2103,18.0%,3,1
19,圣皮埃尔,1033,10,981,51,-1,95.0%,11,1,0.1%,0,1
20,圣多美和普林西比,5920,1,5830,19,-3,98.5%,4,71,1.2%,0,1
21,南苏丹,16880,0,13077,3666,0,77.5%,0,137,0.8%,0,1
22,马拉维,85025,35,72491,9938,-78,85.3%,110,2596,3.1%,3,1
23,布隆迪,37856,0,773,37045,0,2.0%,0,38,0.1%,0,1
24,塞拉利昂,7652,4,4393,3134,4,57.4%,0,125,1.6%,0,1
25,博茨瓦纳,259655,0,253846,3212,0,97.8%,0,2597,1.0%,0,1
26,百慕大,11146,0,10754,272,0,96.5%,0,120,1.1%,0,1
27,英属维尔京群岛,5997,0,2649,3287,0,44.2%,0,61,1.0%,0,1
28,安圭拉,2458,0,2435,14,0,99.1%,0,9,0.4%,0,1
29,格林纳达,13255,70,12703,339,-21,95.8%,91,213,1.6%,0,1
30,圣基茨和尼维斯,5499,1,5383,76,-5,97.9%,5,40,0.7%,1,1
31,特克斯和凯科斯群岛,5828,15,5654,139,11,97.0%,4,35,0.6%,0,1
32,几内亚比绍,7849,29,6890,797,9,87.8%,17,162,2.1%,3,1
33,马里,30265,2,28032,1517,-54,92.6%,56,716,2.4%,0,1
34,利比亚,470314,3648,418279,45910,-1773,88.9%,5409,6125,1.3%,12,1
35,老挝,139028,263,7660,130774,260,5.5%,0,594,0.4%,3,1
36,伯利兹,55183,0,50248,4304,0,91.1%,0,631,1.1%,0,1
37,缅甸,546771,1787,517530,9931,721,94.7%,1066,19310,3.5%,0,1
38,多米尼克,10414,0,9254,1107,0,88.9%,0,53,0.5%,0,1
39,莫桑比克,224703,50,218278,4236,-3,97.1%,52,2189,1.0%,1,1
40,叙利亚,52751,122,43007,6715,-241,81.5%,360,3029,5.7%,3,1
41,马恩岛,22111,0,21823,211,0,98.7%,0,77,0.3%,0,1
42,巴布亚新几内亚,38481,0,36481,1390,2000,94.8%,0,610,1.6%,0,1
43,厄立特里亚,9668,2,9471,94,-11,98.0%,12,103,1.1%,1,1
44,乌干达,162696,124,99579,59545,80,61.2%,42,3572,2.2%,2,1
45,安哥拉,98514,13,96377,239,-56,97.8%,69,1898,1.9%,0,1
46,东帝汶,21631,75,20062,1445,29,92.7%,45,124,0.6%,1,1
47,新喀里多尼亚,38386,0,25052,13050,0,65.3%,0,284,0.7%,0,1
48,马达加斯加,62844,1410,56500,5009,-431,89.9%,1813,1335,2.1%,28,1
49,津巴布韦,231381,85,223133,2874,27,96.4%,58,5374,2.3%,0,1
50,佛得角,55842,7,55349,93,-5,99.1%,10,400,0.7%,2,1
51,蒙特塞拉特,163,0,161,0,0,98.8%,0,2,1.2%,0,1
52,海地,29969,0,25091,4071,0,83.7%,0,807,2.7%,0,1
53,尼日尔,8711,2,8362,46,-12,96.0%,14,303,3.5%,0,1
54,乍得,7214,0,4874,2150,0,67.6%,0,190,2.6%,0,1
55,萨尔瓦多,135109,0,120327,10788,-7,89.1%,0,3994,3.0%,7,1
56,尼加拉瓜,17791,0,4225,13348,0,23.7%,0,218,1.2%,0,1
57,斐济,63476,0,61593,1064,0,97.0%,0,819,1.3%,0,1
58,毛里求斯,27650,0,25684,1204,0,92.9%,0,762,2.8%,0,1
59,赞比亚,309502,209,302928,2637,-399,97.9%,608,3937,1.3%,0,1
60,吉布提,15534,1,15334,11,1,98.7%,0,189,1.2%,0,1
61,吉尔吉斯斯坦,200066,49,192971,4165,-192,96.5%,238,2930,1.5%,3,1
62,巴巴多斯,51624,431,45152,6173,-3059,87.5%,3486,299,0.6%,4,1
63,黑山,226467,402,220536,3296,-132,97.4%,532,2635,1.2%,2,1
64,冈比亚,11911,0,11461,85,0,96.2%,0,365,3.1%,0,1
65,格陵兰岛,11409,0,2761,8641,0,24.2%,0,7,0.1%,0,1
66,贝宁,26552,0,25506,883,0,96.1%,0,163,0.6%,0,1
67,索马里,26203,0,13182,11681,0,50.3%,0,1340,5.1%,0,1
68,坦桑尼亚,33436,0,183,32461,0,0.5%,0,792,2.4%,0,1
69,利比里亚,7358,0,5747,1321,0,78.1%,0,290,3.9%,0,1
70,圭亚那合作共和国,62156,0,58930,2036,0,94.8%,0,1190,1.9%,0,1
71,马约特,36572,0,2964,33421,0,8.1%,0,187,0.5%,0,1
72,巴哈马,32931,22,25424,6741,1,77.2%,21,766,2.3%,0,1
73,乌兹别克斯坦,233761,439,218078,14079,-465,93.3%,902,1604,0.7%,2,1
74,瓜德罗普,119534,0,2250,116476,0,1.9%,0,808,0.7%,0,1
75,开曼群岛,17687,0,8553,9118,0,48.4%,0,16,0.1%,0,1
76,刚果（布）,23860,0,20178,3307,0,84.6%,0,375,1.6%,0,1
77,中非共和国,14154,0,6859,7184,0,48.5%,0,111,0.8%,0,1
78,塞舌尔,38120,0,36737,1226,0,96.4%,0,157,0.4%,0,1
79,赤道几内亚,15859,6,15554,123,-2,98.1%,8,182,1.1%,0,1
80,纳米比亚,156765,0,151992,780,0,97.0%,0,3993,2.5%,0,1
81,卢旺达,129298,17,45522,82326,16,35.2%,0,1450,1.1%,1,1
82,斯威士兰,68795,19,67223,189,-13,97.7%,31,1383,2.0%,1,1
83,毛里塔尼亚,58569,6,57291,306,-60,97.8%,65,972,1.7%,1,1
84,阿鲁巴,33500,28,33194,108,-20,99.1%,46,198,0.6%,2,1
85,钻石公主号邮轮,712,0,699,0,0,98.2%,0,13,1.8%,0,1
86,苏里南,77036,99,49317,26420,96,64.0%,3,1299,1.7%,0,1
87,库拉索,38380,69,37221,903,-26,97.0%,94,256,0.7%,1,1
88,圣卢西亚,22048,116,20192,1509,5,91.6%,111,347,1.6%,0,1
89,圣文森特和格林纳丁斯,6725,2,6514,109,-14,96.9%,15,102,1.5%,1,1
90,安提瓜和巴布达,7331,0,6616,581,0,90.2%,0,134,1.8%,0,1
91,危地马拉,735099,3983,669363,49099,1014,91.1%,2953,16637,2.3%,16,1
92,乌拉圭,777490,6797,720663,50071,-2576,92.7%,9358,6756,0.9%,15,1
93,委内瑞拉,505947,1557,486500,13898,-159,96.2%,1707,5549,1.1%,9,1
94,苏丹,59631,106,40329,15471,39,67.6%,0,3831,6.4%,67,1
95,几内亚,36329,0,32684,3209,0,90.0%,0,436,1.2%,0,1
96,埃塞俄比亚,467498,111,408950,51124,-66,87.5%,173,7424,1.6%,4,1
97,哈萨克斯坦,1291220,1957,1224938,52818,-5201,94.9%,7144,13464,1.0%,14,1
