id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,82659922,74142,79924097,1514759,96.7%,1221066,1.5%
2,欧洲,76689550,428227,67117961,8124886,87.5%,1446703,1.9%
3,非洲,8888301,24034,8183691,479896,92.1%,224714,2.5%
4,大洋洲,382195,1831,339825,38060,88.9%,4310,1.1%
5,北美洲,60165055,129874,48356842,10601443,80.4%,1206770,2.0%
6,南美洲,39138588,20297,37210537,743018,95.1%,1185033,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
