id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,81,1,79,2,1,0,0,0,1,0,0
3,青海,0,0,30,0,30,0,0,0,0,0,1,0,0
4,台湾,0,0,20489,116,13742,5894,116,0,853,0,1,0,0
5,香港,0,0,68851,24465,18236,49956,24002,381,659,82,1,0,0
6,贵州,1,0,162,0,160,0,0,0,2,0,1,0,0
7,吉林,0,0,605,0,588,14,0,0,3,0,1,0,0
8,新疆,0,0,996,0,993,0,0,0,3,0,1,0,0
9,宁夏,0,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,2,0,1591,18,1231,359,4,14,1,0,1,18,0
11,甘肃,0,0,368,0,354,12,0,0,2,0,1,0,0
12,天津,9,1,1119,9,1089,27,8,1,3,0,1,9,0
13,山西,1,1,283,4,268,15,4,0,0,0,1,4,0
14,辽宁,17,0,1027,1,817,208,1,0,2,0,1,1,0
15,黑龙江,28,3,2079,7,2050,16,4,3,13,0,1,4,3
16,海南,1,0,191,1,184,1,1,0,6,0,1,1,0
17,河北,1,0,1476,0,1469,0,0,0,7,0,1,0,0
18,陕西,0,0,2826,0,2823,0,0,0,3,0,1,0,0
19,云南,112,23,1946,3,1874,70,2,1,2,0,1,2,1
20,广西,152,11,1101,22,792,307,11,11,2,0,1,11,11
21,福建,37,0,1558,4,1466,91,1,3,1,0,1,0,4
22,上海,93,11,4310,45,3851,452,35,10,7,0,1,0,45
23,北京,121,4,1467,20,1357,101,20,0,9,0,1,0,20
24,江苏,50,0,1774,1,1644,130,-2,3,0,0,1,0,1
25,四川,57,3,1459,3,1376,80,3,0,3,0,1,0,3
26,山东,37,3,1129,4,1080,42,2,2,7,0,1,0,4
27,江西,0,0,959,0,958,0,0,0,1,0,1,0,0
28,重庆,5,0,616,0,607,3,0,0,6,0,1,0,0
29,安徽,0,0,1011,0,1003,2,0,0,6,0,1,0,0
30,湖南,1,0,1233,0,1223,6,0,0,4,0,1,0,0
31,河南,10,0,2666,2,2628,16,0,2,22,0,1,0,2
32,广东,330,53,4610,93,3879,723,84,9,8,0,1,40,53
33,浙江,119,0,2265,0,1981,283,0,0,1,0,1,0,0
34,湖北,22,0,68354,5,63808,34,5,0,4512,0,1,5,0
