id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,85691514,253685,82307398,2129068,96.1%,1255048,1.5%
2,欧洲,93233188,1388767,76876564,14811848,82.5%,1544776,1.7%
3,非洲,10082443,56978,8902327,949032,88.3%,231084,2.3%
4,大洋洲,929013,72409,498363,426058,53.6%,4592,0.5%
5,北美洲,70267170,844034,51063498,17948512,72.7%,1255160,1.8%
6,南美洲,40525060,170790,37826845,1504390,93.3%,1193825,2.9%
7,其他,712,0,699,0,98.2%,13,1.8%
