id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,80657459,83449,77812144,1658613,96.5%,1186702,1.5%
2,欧洲,68444161,223742,60704583,6383343,88.7%,1356235,2.0%
3,非洲,8638738,2545,8015949,401444,92.8%,221345,2.6%
4,大洋洲,338411,1393,288186,46246,85.2%,3979,1.2%
5,北美洲,57630588,29593,46389428,10069724,80.5%,1171436,2.0%
6,南美洲,38703276,12707,36803444,723694,95.1%,1176138,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
