id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,82,0,79,3,0,0,0,0,1,0,0
3,青海,0,0,32,0,30,2,0,0,0,0,1,0,0
4,台湾,0,0,21402,114,13742,6807,114,0,853,0,1,0,0
5,香港,0,0,263411,4024,28318,230814,3363,375,4279,286,1,0,0
6,贵州,2,2,166,2,160,4,2,0,2,0,1,2,0
7,吉林,2617,1018,7587,4009,589,6995,4009,0,3,0,1,4008,1
8,新疆,0,0,996,0,993,0,0,0,3,0,1,0,0
9,宁夏,0,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,2,0,1666,0,1620,45,-15,15,1,0,1,0,0
11,甘肃,123,20,560,7,368,190,5,2,2,0,1,7,0
12,天津,45,9,1372,54,1151,218,50,4,3,0,1,51,3
13,山西,0,0,295,0,272,23,0,0,0,0,1,0,0
14,辽宁,142,18,1086,25,941,143,14,11,2,0,1,24,1
15,黑龙江,75,8,2128,7,2069,46,5,2,13,0,1,7,0
16,海南,3,0,193,0,184,3,0,0,6,0,1,0,0
17,河北,432,185,1671,13,1469,195,13,0,7,0,1,13,0
18,陕西,0,0,3071,53,2823,245,53,0,3,0,1,53,0
19,云南,342,31,2013,4,1914,97,1,3,2,0,1,4,0
20,广西,277,32,1292,21,996,294,18,3,2,0,1,4,17
21,福建,52,30,1644,40,1517,126,37,3,1,0,1,34,6
22,上海,1034,234,4843,25,4161,675,10,15,7,0,1,13,12
23,北京,207,7,1654,18,1451,194,2,16,9,0,1,9,9
24,江苏,130,32,1948,21,1762,186,9,12,0,0,1,21,0
25,四川,73,9,1572,4,1417,152,-8,12,3,0,1,0,4
26,山东,1367,125,2159,126,1113,1039,125,1,7,0,1,117,9
27,江西,5,1,959,0,958,0,0,0,1,0,1,0,0
28,重庆,23,2,653,11,608,39,11,0,6,0,1,11,0
29,安徽,16,11,1018,1,1003,9,1,0,6,0,1,1,0
30,湖南,11,0,1238,1,1227,7,1,0,4,0,1,1,0
31,河南,120,12,2711,1,2643,46,0,1,22,0,1,1,0
32,广东,1739,111,5968,68,4226,1734,33,35,8,0,1,48,20
33,浙江,276,22,2457,47,2059,397,47,0,1,0,1,35,12
34,湖北,19,0,68387,1,63837,38,-3,4,4512,0,1,0,1
