id,area,confirmed,died,cured,asymptomatic,asymptomaticRelative,unconfirmed,relativeTime,confirmedRelative,unconfirmedRelative,curedRelative,diedRelative,icu,icuRelative,overseasInput,unOverseasInputCumulative,overseasInputRelative,unOverseasInputNewAdd,curConfirm,curConfirmRelative,icuDisable
1,china,406357,9768,146023,8650,1768,6,1647187200,8697,2,524,286,8,0,16432,388928,95,7606,250566,6891,1
2,oversea,459380203,6058521,393469376,None,None,None,1647187200,1256704,None,1311689,2909,None,None,None,None,None,None,59852306,-57894,None
