id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,126639468,658691,112902535,12371756,89.2%,1365177,1.1%
2,欧洲,165775327,522862,146766099,17267750,88.5%,1741478,1.1%
3,非洲,11633518,2801,10790017,591721,92.7%,251780,2.2%
4,大洋洲,4311326,43125,3754562,548474,87.1%,8290,0.2%
5,北美洲,95736966,9150,69106410,25207325,72.2%,1423231,1.5%
6,南美洲,55282886,22286,50149054,3865280,90.7%,1268552,2.3%
7,其他,712,0,699,0,98.2%,13,1.8%
