id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,81199518,83434,78467526,1536354,96.6%,1195638,1.5%
2,欧洲,70463235,278808,62054000,7029329,88.1%,1379906,2.0%
3,非洲,8659921,3381,8041820,395945,92.9%,222156,2.6%
4,大洋洲,349267,1625,305597,39581,87.5%,4089,1.2%
5,北美洲,58206272,38355,46857516,10166614,80.5%,1182142,2.0%
6,南美洲,38819876,21677,36904856,736661,95.1%,1178359,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
