id,area,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedPercent,curedRelative,died,diedPercent,diedRelative,icuDisable
77,塞舌尔,34367,0,28964,5260,0,84.3%,0,143,0.4%,0,1
78,赤道几内亚,15690,0,14504,1007,0,92.4%,0,179,1.1%,0,1
79,纳米比亚,155198,301,144598,6686,-765,93.2%,1036,3914,2.5%,30,1
80,卢旺达,127902,428,45522,80948,422,35.6%,0,1432,1.1%,6,1
81,斯威士兰,68061,44,66289,405,-73,97.4%,117,1367,2.0%,0,1
82,毛里塔尼亚,57172,280,48122,8126,-790,84.2%,1066,924,1.6%,4,1
83,阿鲁巴,32220,221,31137,896,-62,96.6%,283,187,0.6%,0,1
84,钻石公主号邮轮,712,0,699,0,0,98.2%,0,13,1.8%,0,1
85,苏里南,69741,715,49208,19296,703,70.6%,9,1237,1.8%,3,1
86,库拉索,35878,310,27034,8629,-1871,75.3%,2180,215,0.6%,1,1
87,圣卢西亚,19468,0,14864,4288,0,76.4%,0,316,1.6%,0,1
88,圣文森特和格林纳丁斯,6615,0,5652,873,0,85.4%,0,90,1.4%,0,1
89,安提瓜和巴布达,5931,74,5045,764,-59,85.1%,132,122,2.1%,1,1
90,危地马拉,669012,3189,618498,34251,2131,92.4%,1036,16263,2.4%,22,1
91,乌拉圭,580066,12874,499777,73986,3359,86.2%,9503,6303,1.1%,12,1
92,委内瑞拉,467864,2318,445846,16616,601,95.3%,1713,5402,1.2%,4,1
93,苏丹,53959,0,40329,10237,0,74.7%,0,3393,6.3%,0,1
94,几内亚,35857,138,31625,3818,-308,88.2%,442,414,1.2%,4,1
95,埃塞俄比亚,461733,650,385327,69170,-1271,83.5%,1907,7236,1.6%,14,1
96,哈萨克斯坦,1132329,15169,984751,134456,11262,87.0%,3907,13122,1.2%,0,1
97,肯尼亚,320138,0,289547,25060,0,90.4%,0,5531,1.7%,0,1
98,特立尼达和多巴哥,105969,1259,84292,18391,685,79.5%,552,3286,3.1%,22,1
99,加蓬,45909,246,40704,4905,-151,88.7%,396,300,0.7%,1,1
100,加纳,154891,0,147310,6224,0,95.1%,0,1357,0.9%,0,1
101,法属波利尼西亚,47470,195,33500,13334,195,70.6%,0,636,1.3%,0,1
102,古巴,1018604,3392,993218,17028,-75,97.5%,3466,8358,0.8%,1,1
103,留尼汪岛,133617,0,86669,46486,0,64.9%,0,462,0.3%,0,1
104,科特迪瓦,80114,256,76588,2748,31,95.6%,218,778,1.0%,7,1
105,洪都拉斯,388436,921,127029,250925,908,32.7%,0,10482,2.7%,13,1
106,玻利维亚,804677,9590,632464,151643,1060,78.6%,8464,20570,2.6%,66,1
107,圣马丁岛,9076,64,7589,1409,-334,83.6%,398,78,0.9%,0,1
108,圣巴泰勒米岛,3282,0,462,2814,0,14.1%,0,6,0.2%,0,1
109,牙买加,118727,773,68272,47883,567,57.5%,199,2572,2.2%,7,1
110,土耳其,10881626,72555,10162714,633128,-14818,93.4%,87192,85784,0.8%,181,1
111,刚果（金）,84283,85,50930,32075,85,60.4%,0,1278,1.5%,0,1
112,巴拿马,637519,11933,544108,85828,6675,85.3%,5249,7583,1.2%,9,1
113,蒙古国,426261,2656,313256,110911,2656,73.5%,0,2094,0.5%,0,1
114,布基纳法索,20514,40,19690,471,-145,96.0%,185,353,1.7%,0,1
115,塞浦路斯,237260,0,124370,112181,0,52.4%,0,709,0.3%,0,1
116,文莱,16084,98,15632,354,-28,97.2%,126,98,0.6%,0,1
117,马提尼克,71193,0,104,70276,0,0.1%,0,813,1.1%,0,1
118,法属圭亚那,72819,701,11254,61206,699,15.5%,0,359,0.5%,2,1
119,法罗群岛,13822,1259,7693,6112,1259,55.7%,0,17,0.1%,0,1
120,阿尔巴尼亚,246412,2670,218679,24436,512,88.7%,2152,3297,1.3%,6,1
121,孟加拉国,1674230,9614,1556079,89942,9115,92.9%,482,28209,1.7%,17,1
122,保加利亚,877381,9874,643767,200978,7864,73.4%,1924,32636,3.7%,86,1
123,摩尔多瓦,407003,3971,370505,25985,3327,91.0%,631,10513,2.6%,13,1
124,马尔代夫,114977,1697,101660,13048,998,88.4%,699,269,0.2%,0,1
125,巴拉圭,532648,5353,463499,52196,2807,87.0%,2523,16953,3.2%,23,1
126,马耳他,65869,285,59164,6173,-1015,89.8%,1296,532,0.8%,4,1
127,哥斯达黎加,643496,6169,570481,65564,3259,88.7%,2900,7451,1.2%,10,1
128,哥伦比亚,5714092,31039,5415547,166522,-1284,94.8%,32126,132023,2.3%,197,1
129,多哥,36280,37,30516,5498,-115,84.1%,152,266,0.7%,0,1
130,秘鲁,2894215,59470,1720665,969409,59344,59.5%,0,204141,7.1%,126,1
131,斯洛伐克,917919,6478,845350,54926,3469,92.1%,2974,17643,1.9%,35,1
132,喀麦隆,114113,4447,106050,6196,4433,92.9%,0,1867,1.6%,14,1
133,梵蒂冈,29,0,27,2,0,93.1%,0,0,0.0%,0,1
134,塞尔维亚,1532741,14717,1297634,221868,9495,84.7%,5194,13239,0.9%,28,1
135,直布罗陀,11702,145,10014,1588,145,85.6%,0,100,0.9%,0,1
136,不丹,3557,99,2654,900,99,74.6%,0,3,0.1%,0,1
137,列支敦士登,7838,107,7238,527,107,92.3%,0,73,0.9%,0,1
138,巴勒斯坦,452034,1468,437723,9531,977,96.8%,486,4780,1.1%,5,1
139,南非,3579428,3519,3405713,79652,-5310,95.1%,8726,94063,2.6%,103,1
140,波黑,329569,2574,192218,123367,2541,58.3%,0,13984,4.2%,33,1
141,匈牙利,1401457,0,1193210,167425,0,85.1%,0,40822,2.9%,0,1
142,斯洛文尼亚,603341,9978,485053,112515,5486,80.4%,4484,5773,1.0%,8,1
143,波兰,4518218,40878,3847805,566569,29281,85.2%,11404,103844,2.3%,193,1
144,阿根廷,7792652,118171,6750686,922863,-14004,86.6%,132015,119103,1.5%,160,1
145,智利,1949675,15471,1756735,153443,13984,90.1%,1464,39497,2.0%,23,1
146,乌克兰,3857455,22473,3582908,175332,17727,92.9%,4610,99215,2.6%,136,1
147,沙特阿拉伯,647819,4608,594762,44139,-16,91.8%,4622,8918,1.4%,2,1
148,突尼斯,846761,19679,718915,101892,14393,84.9%,5239,25954,3.1%,47,1
149,塞内加尔,84118,263,77430,4765,-21,92.0%,282,1923,2.3%,2,1
150,拉脱维亚,330788,5972,282191,43804,4112,85.3%,1860,4793,1.4%,0,1
151,摩洛哥,1093978,8338,1007491,71374,2609,92.1%,5694,15113,1.4%,35,1
152,约旦,1134097,6309,1076901,44134,3474,95.0%,2829,13062,1.2%,6,1
153,葡萄牙,2176256,0,1701896,454821,0,78.2%,0,19539,0.9%,0,1
154,安道尔,33025,824,27872,5009,402,84.4%,422,144,0.4%,0,1
155,印度尼西亚,4286378,3205,4123267,18891,2573,96.2%,627,144220,3.4%,5,1
156,捷克,2750865,26699,2493865,219966,2807,90.7%,23868,37034,1.3%,24,1
157,多米尼加,536767,6363,499802,32680,-1560,93.1%,7918,4285,0.8%,5,1
158,亚美尼亚,351711,940,334218,9465,813,95.0%,127,8028,2.3%,0,1
159,爱尔兰,1141237,13286,674288,460862,-432,59.1%,13718,6087,0.5%,0,1
160,卢森堡,137570,2856,109381,27246,928,79.5%,1926,943,0.7%,2,1
161,厄瓜多尔,664664,35157,443880,186497,35102,66.8%,0,34287,5.2%,55,1
162,卡塔尔,320364,3087,280800,38931,-1901,87.7%,4987,633,0.2%,1,1
163,圣马力诺,11466,827,9675,1684,43,84.4%,780,107,0.9%,4,1
164,摩纳哥,7451,144,6785,622,27,91.1%,117,44,0.6%,0,1
165,冰岛,54579,0,43732,10803,0,80.1%,0,44,0.1%,0,1
166,墨西哥,4646957,49906,3662458,681414,11905,78.8%,37670,303085,6.5%,331,1
167,阿塞拜疆,632034,1614,611766,11671,988,96.8%,610,8597,1.4%,16,1
168,白俄罗斯,724903,1964,717612,1375,91,99.0%,1856,5916,0.8%,17,1
169,新西兰,15550,78,14402,1096,19,92.6%,59,52,0.3%,0,1
170,立陶宛,608558,5935,539033,61767,-844,88.6%,6758,7758,1.3%,21,1
171,尼日利亚,251959,236,225946,22889,-216,89.7%,451,3124,1.2%,1,1
172,埃及,408495,1533,342762,43403,-296,83.9%,1800,22330,5.5%,29,1
173,荷兰,3824344,46057,3006927,796207,32727,78.6%,13320,21210,0.6%,10,1
174,爱沙尼亚,291426,4780,244710,44711,1814,84.0%,2962,2005,0.7%,4,1
175,丹麦,1304401,33835,921353,379452,22227,70.6%,11583,3596,0.3%,25,1
176,罗马尼亚,2003041,19371,1819315,124201,12250,90.8%,7073,59525,3.0%,48,1
177,北马其顿,254857,2071,226409,20250,610,88.8%,1450,8198,3.2%,11,1
178,挪威,609950,24958,88952,519584,24957,14.6%,0,1414,0.2%,1,1
179,格鲁吉亚,1051445,11039,962035,74709,5798,91.5%,5199,14701,1.4%,42,1
180,巴基斯坦,1367605,6540,1268245,70263,5409,92.7%,1119,29097,2.1%,12,1
181,希腊,1781203,20507,1513045,245609,1886,84.9%,18511,22549,1.3%,110,1
182,阿尔及利亚,234536,1855,158616,69439,1071,67.6%,769,6481,2.8%,15,1
183,瑞士,1871340,0,1213617,645048,0,64.9%,0,12675,0.7%,0,1
184,克罗地亚,869965,0,792497,64097,0,91.1%,0,13371,1.5%,0,1
185,奥地利,1600041,0,1377812,208238,0,86.1%,0,13991,0.9%,0,1
186,阿曼,322438,0,305675,12635,0,94.8%,0,4128,1.3%,0,1
187,阿富汗,159649,32,146258,5998,-19,91.6%,51,7393,4.6%,0,1
188,巴林,327466,3616,299128,26939,1028,91.3%,2588,1399,0.4%,0,1
189,科威特,493107,4809,446128,44494,509,90.5%,4299,2485,0.5%,1,1
190,伊拉克,2149306,4884,2076422,48601,3174,96.6%,1704,24283,1.1%,6,1
191,黎巴嫩,858848,5628,682977,166397,5613,79.5%,0,9474,1.1%,15,1
192,以色列,2212596,64071,1761974,442229,14563,79.6%,49507,8393,0.4%,1,1
193,伊朗,6245346,3503,6078024,35120,1179,97.3%,2294,132202,2.1%,30,1
194,巴西,23960207,168820,21851922,1485306,168424,91.2%,0,622979,2.6%,396,1
195,比利时,2697239,54478,1997677,670782,48359,74.1%,6098,28780,1.1%,21,1
196,西班牙,8975458,141095,5443632,3440085,114547,60.7%,26406,91741,1.0%,142,1
197,瑞典,1784005,0,1262830,505536,0,70.8%,0,15639,0.9%,0,1
198,俄罗斯,11108191,57212,10023622,758457,31006,90.2%,25525,326112,2.9%,681,1
199,英国,15784488,95776,12054730,3575971,-11077,76.4%,106565,153787,1.0%,288,1
200,意大利,9775119,189174,6913946,2717877,17236,70.7%,171565,143296,1.5%,373,1
201,印度,39237264,337704,36560650,2187192,94539,93.2%,242676,489422,1.2%,489,1
202,菲律宾,3417216,30441,3090164,273580,-10999,90.4%,41343,53472,1.6%,97,1
203,芬兰,426826,0,46000,379011,0,10.8%,0,1815,0.4%,0,1
204,斯里兰卡,601048,840,575932,9832,609,95.8%,214,15284,2.5%,17,1
205,柬埔寨,121026,44,117213,798,29,96.8%,15,3015,2.5%,0,1
206,尼泊尔,910394,8212,821699,77040,7488,90.3%,708,11655,1.3%,16,1
207,加拿大,2905560,20632,2581250,291808,-7999,88.8%,28482,32502,1.1%,149,1
208,德国,8641865,127540,7230000,1294542,99279,83.7%,28100,117323,1.4%,161,1
209,越南,2141422,15707,1804849,299854,12042,84.3%,3512,36719,1.7%,153,1
210,法国,16390818,400851,10189305,6072999,123293,62.2%,277325,128514,0.8%,233,1
211,美国,71728557,849717,44329200,26510734,702264,61.8%,143713,888623,1.2%,3740,1
212,澳大利亚,2196869,53928,1162619,1031129,53859,52.9%,0,3121,0.1%,69,1
213,马来西亚,2829089,4046,2753119,44088,1226,97.3%,2804,31882,1.1%,16,1
214,日本,2130251,54556,1781510,330245,41590,83.6%,12949,18496,0.9%,17,1
215,新加坡,310276,10264,297125,12304,2262,95.8%,8001,847,0.3%,1,1
216,泰国,2377500,8112,2272009,83456,511,95.6%,7582,22035,0.9%,19,1
