id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,94296764,710131,87173466,5850213,92.4%,1273085,1.4%
2,欧洲,113003809,1394326,85969686,25441795,76.1%,1592328,1.4%
3,非洲,10735739,46306,9500369,998759,88.5%,236611,2.2%
4,大洋洲,2373621,54501,1316061,1052097,55.4%,5463,0.2%
5,北美洲,84037382,960520,54459389,28283945,64.8%,1294048,1.5%
6,南美洲,45559990,460571,40083763,4272243,88.0%,1203984,2.6%
7,其他,712,0,699,0,98.2%,13,1.8%
