id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,85155759,136321,82091541,1811104,96.4%,1253114,1.5%
2,欧洲,90956061,1000511,76193780,13222889,83.8%,1539392,1.7%
3,非洲,9970104,33335,8828556,911559,88.6%,229989,2.3%
4,大洋洲,777930,47278,437449,335923,56.2%,4558,0.6%
5,北美洲,68562951,1049173,50802938,16509693,74.1%,1250320,1.8%
6,南美洲,40136556,89800,37745758,1197688,94.0%,1193110,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
