id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,80938194,93381,78140477,1606520,96.5%,1191197,1.5%
2,欧洲,69507648,385344,61366615,6771459,88.3%,1369574,2.0%
3,非洲,8650456,3205,8031280,397344,92.8%,221832,2.6%
4,大洋洲,343522,1463,296932,42572,86.4%,4018,1.2%
5,北美洲,57986575,139587,46701625,10108077,80.5%,1176873,2.0%
6,南美洲,38761432,22299,36869238,714822,95.1%,1177372,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
