id,area,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedPercent,curedRelative,died,diedPercent,diedRelative,icuDisable
1,基里巴斯,913,146,0,913,146,0.0%,0,0,0.0%,0,1
2,汤加王国,6,4,2,4,4,33.3%,0,0,0.0%,0,1
3,韩国,934656,22904,642045,285775,18779,68.7%,4100,6836,0.7%,25,1
4,帕劳共和国,2115,305,850,1265,24,40.2%,281,0,0.0%,0,1
5,圣赫勒拿,2,0,2,0,0,100.0%,0,0,0.0%,0,1
6,密克罗尼西亚,1,0,1,0,0,100.0%,0,0,0.0%,0,1
7,萨摩亚独立国,33,0,3,30,0,9.1%,0,0,0.0%,0,1
8,瓦努阿图共和国,7,0,6,0,0,85.7%,0,1,14.3%,0,1
9,马尔维纳斯群岛,89,0,68,21,0,76.4%,0,0,0.0%,0,1
10,马绍尔群岛,7,0,7,0,0,100.0%,0,0,0.0%,0,1
11,瓦利斯和富图纳群岛,454,0,438,9,0,96.5%,0,7,1.5%,0,1
12,所罗门群岛,2357,0,132,2204,0,5.6%,0,21,0.9%,0,1
13,莱索托,32258,0,22054,9510,0,68.4%,0,694,2.2%,0,1
14,科摩罗,7870,11,7664,46,6,97.4%,5,160,2.0%,0,1
15,塔吉克斯坦,17335,5,17175,36,-6,99.1%,11,124,0.7%,0,1
16,海峡群岛,43452,565,39820,3497,97,91.6%,468,135,0.3%,0,1
17,阿拉伯联合酋长国,851537,2232,780893,68391,803,91.7%,1427,2253,0.3%,2,1
18,也门,11087,32,7131,1936,18,64.3%,9,2020,18.2%,5,1
19,圣皮埃尔,953,19,836,116,-22,87.7%,40,1,0.1%,1,1
20,圣多美和普林西比,5907,4,5722,115,-12,96.9%,16,70,1.2%,0,1
21,南苏丹,16820,0,13077,3606,0,77.7%,0,137,0.8%,0,1
22,马拉维,84693,60,70133,11995,-350,82.8%,409,2565,3.0%,1,1
23,布隆迪,37469,37,773,36658,37,2.1%,0,38,0.1%,0,1
24,塞拉利昂,7625,2,4393,3107,2,57.6%,0,125,1.6%,0,1
25,博茨瓦纳,256041,0,248771,4685,0,97.2%,0,2585,1.0%,0,1
26,百慕大,10921,0,10332,471,0,94.6%,0,118,1.1%,0,1
27,英属维尔京群岛,5839,0,2649,3141,0,45.4%,0,49,0.8%,0,1
28,安圭拉,2384,0,2341,35,0,98.2%,0,8,0.3%,0,1
29,格林纳达,12698,91,11349,1138,-190,89.4%,280,211,1.7%,1,1
30,圣基茨和尼维斯,5467,7,5176,254,-70,94.7%,77,37,0.7%,0,1
31,特克斯和凯科斯群岛,5770,25,5490,246,25,95.1%,0,34,0.6%,0,1
32,几内亚比绍,7726,105,6757,813,45,87.5%,60,156,2.0%,0,1
33,马里,30148,30,26678,2755,-35,88.5%,65,715,2.4%,0,1
34,利比亚,441959,3656,395676,40239,2383,89.5%,1264,6044,1.4%,9,1
35,老挝,135301,400,7660,127083,395,5.7%,0,558,0.4%,5,1
36,伯利兹,53198,771,44945,7624,-158,84.5%,929,629,1.2%,0,1
37,缅甸,536904,143,513662,3932,2,95.7%,141,19310,3.6%,0,1
38,多米尼克,9502,0,8615,836,0,90.7%,0,51,0.5%,0,1
39,莫桑比克,224143,94,215487,6476,59,96.1%,29,2180,1.0%,6,1
40,叙利亚,51656,86,39588,9070,-242,76.6%,325,2998,5.8%,3,1
41,马恩岛,21810,80,21246,491,-8,97.4%,88,73,0.3%,0,1
42,巴布亚新几内亚,37390,245,35938,855,218,96.1%,27,597,1.6%,0,1
43,厄立特里亚,9601,21,9323,179,-13,97.1%,34,99,1.0%,0,1
44,乌干达,162049,109,99357,59149,78,61.3%,28,3543,2.2%,3,1
45,安哥拉,98319,41,95659,764,-213,97.3%,254,1896,1.9%,0,1
46,东帝汶,20136,0,19746,268,0,98.1%,0,122,0.6%,0,1
47,新喀里多尼亚,25780,1260,16131,9365,1169,62.6%,91,284,1.1%,0,1
48,马达加斯加,59319,0,53582,4463,0,90.3%,0,1274,2.1%,0,1
49,津巴布韦,230170,161,220355,4458,-62,95.7%,221,5357,2.3%,2,1
50,佛得角,55754,18,55015,343,-34,98.7%,52,396,0.7%,0,1
51,蒙特塞拉特,163,0,158,4,0,96.9%,0,1,0.6%,0,1
52,海地,29323,0,24558,3973,0,83.7%,0,792,2.7%,0,1
53,尼日尔,8656,1,8074,281,-23,93.3%,24,301,3.5%,0,1
54,乍得,7155,0,4874,2091,0,68.1%,0,190,2.7%,0,1
55,萨尔瓦多,135109,0,120327,10861,-6,89.1%,0,3921,2.9%,6,1
56,尼加拉瓜,17709,0,4225,13267,0,23.9%,0,217,1.2%,0,1
57,斐济,63147,292,60496,1842,284,95.8%,0,809,1.3%,8,1
58,毛里求斯,26426,111,25386,278,111,96.1%,0,762,2.9%,0,1
59,赞比亚,306347,388,299194,3228,-263,97.7%,647,3925,1.3%,4,1
60,吉布提,15492,3,15255,48,-12,98.5%,15,189,1.2%,0,1
61,吉尔吉斯斯坦,199164,243,189983,6285,-378,95.4%,617,2896,1.5%,4,1
62,巴巴多斯,46506,681,34993,11230,-173,75.2%,853,283,0.6%,1,1
63,黑山,221902,617,213951,5360,-358,96.4%,961,2591,1.2%,14,1
64,冈比亚,11863,0,11138,361,0,93.9%,0,364,3.1%,0,1
65,格陵兰岛,10821,0,2761,8054,0,25.5%,0,6,0.1%,0,1
66,贝宁,26498,48,25506,829,48,96.3%,0,163,0.6%,0,1
67,索马里,25388,0,13182,10871,0,51.9%,0,1335,5.3%,0,1
68,坦桑尼亚,33230,0,183,32258,0,0.6%,0,789,2.4%,0,1
69,利比里亚,7272,0,5747,1235,0,79.0%,0,290,4.0%,0,1
70,圭亚那合作共和国,60676,276,53600,5900,-1049,88.3%,1320,1176,1.9%,5,1
71,马约特,36436,75,2964,33285,75,8.1%,0,187,0.5%,0,1
72,巴哈马,32680,39,24872,7060,-183,76.1%,220,748,2.3%,2,1
73,乌兹别克斯坦,226997,926,211274,14144,643,93.1%,279,1579,0.7%,4,1
74,瓜德罗普,113966,8647,2250,110921,8625,2.0%,0,795,0.7%,22,1
75,开曼群岛,15934,0,8553,7366,0,53.7%,0,15,0.1%,0,1
76,刚果（布）,23705,0,20178,3156,0,85.1%,0,371,1.6%,0,1
77,中非共和国,14023,104,6859,7054,104,48.9%,0,110,0.8%,0,1
78,塞舌尔,37771,0,35517,2100,0,94.0%,0,154,0.4%,0,1
79,赤道几内亚,15828,0,15425,221,0,97.5%,0,182,1.1%,0,1
80,纳米比亚,156102,102,146114,6015,0,93.6%,98,3973,2.5%,4,1
81,卢旺达,129039,38,45522,82073,38,35.3%,0,1444,1.1%,0,1
82,斯威士兰,68505,31,66836,293,10,97.6%,20,1376,2.0%,1,1
83,毛里塔尼亚,58381,37,56026,1393,-333,96.0%,367,962,1.6%,3,1
84,阿鲁巴,33200,62,32749,257,-29,98.6%,91,194,0.6%,0,1
85,钻石公主号邮轮,712,0,699,0,0,98.2%,0,13,1.8%,0,1
86,苏里南,74858,514,49281,24303,507,65.8%,3,1274,1.7%,4,1
87,库拉索,37526,145,35835,1449,-29,95.5%,171,242,0.6%,3,1
88,圣卢西亚,21399,119,17358,3708,119,81.1%,0,333,1.6%,0,1
89,圣文森特和格林纳丁斯,6695,2,5922,678,-17,88.5%,18,95,1.4%,1,1
90,安提瓜和巴布达,6732,105,6318,287,-89,93.9%,194,127,1.9%,0,1
91,危地马拉,702310,3872,643375,42489,1395,91.6%,2457,16446,2.3%,20,1
92,乌拉圭,700511,10618,627307,66625,204,89.5%,10387,6579,0.9%,27,1
93,委内瑞拉,491016,1530,468534,17013,-157,95.4%,1679,5469,1.1%,8,1
94,苏丹,58874,0,40329,14957,0,68.5%,0,3588,6.1%,0,1
95,几内亚,36206,40,32373,3407,-207,89.4%,240,426,1.2%,7,1
96,埃塞俄比亚,466126,315,400013,58760,-186,85.8%,498,7353,1.6%,3,1
97,哈萨克斯坦,1260407,7656,1128207,118880,-8750,89.5%,16371,13320,1.1%,35,1
98,肯尼亚,321764,119,295534,20626,-461,91.8%,574,5604,1.7%,6,1
99,特立尼达和多巴哥,113317,660,84292,25592,649,74.4%,0,3433,3.0%,11,1
100,加蓬,47148,223,42468,4379,-198,90.1%,421,301,0.6%,0,1
101,加纳,157220,0,154424,1392,0,98.2%,0,1404,0.9%,0,1
102,法属波利尼西亚,48731,465,33500,14595,465,68.7%,0,636,1.3%,0,1
103,古巴,1049406,1460,1031234,9752,-1032,98.3%,2484,8420,0.8%,8,1
104,留尼汪岛,226005,0,165236,60238,0,73.1%,0,531,0.2%,0,1
105,科特迪瓦,80783,0,78209,1789,0,96.8%,0,785,1.0%,0,1
106,洪都拉斯,391874,0,127038,254332,0,32.4%,0,10504,2.7%,0,1
107,玻利维亚,867071,4145,709082,136916,784,81.8%,3327,21073,2.4%,34,1
108,圣马丁岛,9373,15,8799,495,-47,93.9%,62,79,0.8%,0,1
109,圣巴泰勒米岛,3435,0,462,2967,0,13.4%,0,6,0.2%,0,1
110,牙买加,125250,161,70614,51959,18,56.4%,131,2677,2.1%,12,1
111,土耳其,11940695,110682,11173406,679225,23794,93.6%,86671,88064,0.7%,217,1
112,刚果（金）,85510,131,50930,33302,131,59.6%,0,1278,1.5%,0,1
113,巴拿马,717171,5811,653184,56199,-3992,91.1%,9782,7788,1.1%,21,1
114,蒙古国,447464,694,313256,132091,693,70.0%,0,2117,0.5%,1,1
115,布基纳法索,20664,0,20192,100,0,97.7%,0,372,1.8%,0,1
116,塞浦路斯,265945,3083,124370,140839,3081,46.8%,0,736,0.3%,2,1
117,文莱,16691,0,15993,600,0,95.8%,0,98,0.6%,0,1
118,马提尼克,92796,0,104,91851,0,0.1%,0,841,0.9%,0,1
119,法属圭亚那,76399,210,11254,64764,209,14.7%,0,381,0.5%,1,1
120,法罗群岛,21457,708,7693,13745,708,35.9%,0,19,0.1%,0,1
121,阿尔巴尼亚,262271,1164,242445,16457,-832,92.4%,1987,3369,1.3%,9,1
122,孟加拉国,1835776,11596,1581092,226190,5608,86.1%,5955,28494,1.6%,33,1
123,保加利亚,980402,9152,689326,257488,4487,70.3%,4578,33588,3.4%,87,1
124,摩尔多瓦,455095,4794,392995,51382,1044,86.4%,3725,10718,2.4%,25,1
125,马尔代夫,145036,2142,127330,17426,-23,87.8%,2163,280,0.2%,2,1
126,巴拉圭,598170,5112,515970,64724,-514,86.3%,5586,17476,2.9%,40,1
127,马耳他,68433,240,64720,3154,-81,94.6%,318,559,0.8%,3,1
128,哥斯达黎加,715749,7089,578848,129280,5862,80.9%,1215,7621,1.1%,12,1
129,哥伦比亚,5930393,15110,5708271,87079,1112,96.3%,13768,135043,2.3%,230,1
130,多哥,36550,7,33345,2937,-212,91.2%,219,268,0.7%,0,1
131,秘鲁,3308693,23986,1720665,1381622,23751,52.0%,0,206406,6.2%,235,1
132,斯洛伐克,1062040,19032,878902,165242,13029,82.8%,5984,17896,1.7%,19,1
133,喀麦隆,116718,0,106050,8788,0,90.9%,0,1880,1.6%,0,1
134,梵蒂冈,29,0,28,1,0,96.6%,0,0,0.0%,0,1
135,塞尔维亚,1730486,17851,1422647,294032,5289,82.2%,12501,13807,0.8%,61,1
136,直布罗陀,13394,309,11840,1453,145,88.4%,164,101,0.8%,0,1
137,不丹,5532,139,3226,2302,-21,58.3%,160,4,0.1%,0,1
138,列支敦士登,9328,152,8826,428,-66,94.6%,217,74,0.8%,1,1
139,巴勒斯坦,515499,8534,451681,58953,6350,87.6%,2172,4865,0.9%,12,1
140,南非,3616075,4502,3465681,54849,2255,95.8%,2072,95545,2.6%,175,1
141,波黑,353137,4042,192218,146316,3937,54.4%,0,14603,4.1%,105,1
142,匈牙利,1616846,17894,1347698,227407,-2650,83.4%,20456,41741,2.6%,88,1
143,斯洛文尼亚,762840,16860,563778,193151,6558,73.9%,10282,5911,0.8%,20,1
144,波兰,5035796,54475,4099013,830723,20314,81.4%,33854,106060,2.1%,307,1
145,阿根廷,8515285,45070,7944013,449120,-26199,93.3%,70948,122152,1.4%,321,1
146,智利,2258005,67444,1772524,445657,65316,78.5%,2037,39824,1.8%,91,1
147,乌克兰,4213675,39620,3660351,452341,30030,86.9%,9380,100983,2.4%,210,1
148,沙特阿拉伯,699069,3852,653972,36150,-790,93.5%,4638,8947,1.3%,4,1
149,突尼斯,930090,0,811265,92329,0,87.2%,0,26496,2.8%,0,1
150,塞内加尔,85117,45,81142,2025,-201,95.3%,245,1950,2.3%,1,1
151,拉脱维亚,422233,10610,314254,103056,1824,74.4%,8763,4923,1.2%,23,1
152,摩洛哥,1141708,3051,1090938,35255,-1207,95.6%,4229,15515,1.4%,29,1
153,约旦,1280106,17893,1146900,119935,13679,89.6%,4201,13271,1.0%,13,1
154,葡萄牙,2795830,54693,2133640,642113,20648,76.3%,33989,20077,0.7%,56,1
155,安道尔,36470,357,33958,2365,-1109,93.1%,1465,147,0.4%,1,1
156,印度尼西亚,4414483,27197,4154797,115275,21166,94.1%,5993,144411,3.3%,38,1
157,捷克,3181709,43450,2790660,353686,26239,87.7%,17167,37363,1.2%,44,1
158,多米尼加,558936,1399,549219,5402,-774,98.3%,2170,4315,0.8%,3,1
159,亚美尼亚,383458,4388,346224,29159,2024,90.3%,2359,8075,2.1%,5,1
160,爱尔兰,1199217,5940,860971,332018,-11046,71.8%,16894,6228,0.5%,92,1
161,卢森堡,163980,2548,130670,32354,1231,79.7%,1314,956,0.6%,3,1
162,厄瓜多尔,739297,7259,443880,260845,7220,60.0%,0,34572,4.7%,39,1
163,卡塔尔,342811,0,324626,17534,0,94.7%,0,651,0.2%,0,1
164,圣马力诺,12884,0,11132,1643,0,86.4%,0,109,0.8%,0,1
165,摩纳哥,8637,80,8243,348,6,95.4%,74,46,0.5%,0,1
166,冰岛,72136,1415,61604,10485,-167,85.4%,1582,47,0.1%,0,1
167,墨西哥,5068985,42181,4209605,551239,-3039,83.0%,44647,308141,6.1%,573,1
168,阿塞拜疆,676426,6113,633994,33635,2828,93.7%,3267,8797,1.3%,18,1
169,白俄罗斯,753495,4990,742762,4634,394,98.6%,4581,6099,0.8%,15,1
170,新西兰,17277,188,15045,2179,139,87.1%,49,53,0.3%,0,1
171,立陶宛,727169,12607,617747,101470,3015,85.0%,9573,7952,1.1%,19,1
172,尼日利亚,253405,65,229676,20593,39,90.6%,26,3136,1.2%,0,1
173,埃及,432761,2278,364528,45453,225,84.2%,2001,22780,5.3%,52,1
174,荷兰,4688119,66969,3177525,1489284,66969,67.8%,0,21310,0.5%,10,1
175,爱沙尼亚,358087,6847,269506,86534,3145,75.3%,3694,2047,0.6%,8,1
176,丹麦,1804340,93721,1223084,577445,19239,67.8%,74441,3811,0.2%,41,1
177,罗马尼亚,2325016,32671,1961511,303152,12846,84.4%,19714,60353,2.6%,111,1
178,北马其顿,274144,1540,251688,13962,-447,91.8%,1961,8494,3.1%,26,1
179,挪威,849389,23299,88952,758970,23272,10.5%,0,1467,0.2%,27,1
180,格鲁吉亚,1272371,23664,1053966,203264,15296,82.8%,8326,15141,1.2%,42,1
181,巴基斯坦,1448663,5850,1317385,101858,-2031,90.9%,7839,29420,2.0%,42,1
182,希腊,2002206,18825,1757482,220891,-1687,87.8%,20399,23833,1.2%,113,1
183,阿尔及利亚,255836,1365,169972,79246,598,66.4%,756,6618,2.6%,11,1
184,瑞士,2321564,36568,1392624,916059,4284,60.0%,32259,12881,0.6%,25,1
185,克罗地亚,963370,18818,889454,59927,5154,92.3%,13568,13989,1.5%,96,1
186,奥地利,1959017,38135,1614379,330471,13955,82.4%,24156,14167,0.7%,24,1
187,阿曼,346041,1998,319220,22663,357,92.2%,1636,4158,1.2%,5,1
188,阿富汗,164727,537,146768,10539,429,89.1%,106,7420,4.5%,2,1
189,巴林,398665,7854,341855,55400,3852,85.7%,4001,1410,0.4%,1,1
190,科威特,564735,6592,507174,55058,1704,89.8%,4886,2503,0.4%,2,1
191,伊拉克,2233725,6949,2129888,79382,671,95.4%,6253,24455,1.1%,25,1
192,黎巴嫩,948728,10760,682977,256094,10743,72.0%,0,9657,1.0%,17,1
193,以色列,3049005,23877,2510076,529916,23876,82.3%,0,9013,0.3%,1,1
194,伊朗,6483799,37395,6121353,229822,31115,94.4%,6219,132624,2.0%,61,1
195,巴西,26099735,188552,22602506,2867228,76938,86.6%,110668,630001,2.4%,946,1
196,比利时,3267656,45428,2104152,1134319,36097,64.4%,9282,29185,0.9%,49,1
197,西班牙,10199716,86222,6480464,3625212,-6786,63.5%,92784,94040,0.9%,224,1
198,瑞典,2259656,36541,1359265,884328,19005,60.2%,17464,16063,0.7%,72,1
