id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,102428956,673180,94527445,6608042,92.3%,1293469,1.3%
2,欧洲,131958131,1793959,99665159,30663374,75.5%,1629598,1.2%
3,非洲,11144548,17428,9986761,916856,89.6%,240931,2.2%
4,大洋洲,2876089,27592,2542057,327551,88.4%,6481,0.2%
5,北美洲,90407646,457970,58562371,30510902,64.8%,1334373,1.5%
6,南美洲,49720198,369826,42626955,5871817,85.7%,1221426,2.5%
7,其他,712,0,699,0,98.2%,13,1.8%
