id,area,confirmed,died,cured,asymptomatic,asymptomaticRelative,unconfirmed,relativeTime,confirmedRelative,unconfirmedRelative,curedRelative,diedRelative,icu,icuRelative,overseasInput,unOverseasInputCumulative,overseasInputRelative,unOverseasInputNewAdd,curConfirm,curConfirmRelative,icuDisable
1,china,135370,5700,122816,743,25,9,1642089600,235,6,157,0,11,0,12010,123360,61,174,6854,78,1
2,oversea,323953842,5541057,265153568,None,None,None,1642089600,3373127,None,1276630,7983,None,None,None,None,None,None,53259217,2088514,None
