id,area,confirmed,died,cured,asymptomatic,asymptomaticRelative,unconfirmed,relativeTime,confirmedRelative,unconfirmedRelative,curedRelative,diedRelative,icu,icuRelative,overseasInput,unOverseasInputCumulative,overseasInputRelative,unOverseasInputNewAdd,curConfirm,curConfirmRelative,icuDisable
1,china,131123,5699,120583,496,21,3,1640534400,265,0,92,0,12,-1,10959,120134,27,208,4841,143,1
2,oversea,281775585,5417915,251182607,None,None,None,1640534400,503048,None,342339,3877,None,None,None,None,None,None,25175063,156832,None
