id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,84107695,64474,81443413,1419598,96.8%,1244684,1.5%
2,欧洲,84208123,164276,73427004,9268338,87.2%,1512781,1.8%
3,非洲,9598458,24650,8581205,789188,89.4%,228065,2.4%
4,大洋洲,485935,11125,385042,96429,79.2%,4464,0.9%
5,北美洲,63862192,219880,49920195,12704999,78.2%,1236998,1.9%
6,南美洲,39512470,18643,37425049,896511,94.7%,1190910,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
