id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,85384694,224891,82195320,1935307,96.3%,1254067,1.5%
2,欧洲,92168834,1195494,76449359,14178099,82.9%,1541376,1.7%
3,非洲,10024561,64019,8858098,936160,88.4%,230303,2.3%
4,大洋洲,850858,66055,468602,377684,55.1%,4572,0.5%
5,北美洲,69412805,1002864,50938202,17221895,73.4%,1252708,1.8%
6,南美洲,40306074,135213,37776436,1336208,93.7%,1193430,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
