id,area,confirmed,died,cured,asymptomatic,asymptomaticRelative,unconfirmed,relativeTime,confirmedRelative,unconfirmedRelative,curedRelative,diedRelative,icu,icuRelative,overseasInput,unOverseasInputCumulative,overseasInputRelative,unOverseasInputNewAdd,curConfirm,curConfirmRelative,icuDisable
1,china,133107,5699,121252,629,45,2,1641312000,277,2,200,0,30,-1,11433,121630,57,176,6156,33,1
2,oversea,298193324,5476928,256753817,None,None,None,1641312000,2645242,None,756458,8834,None,None,None,None,None,None,35962579,1879950,None
