id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,81,0,79,2,0,0,0,0,1,0,0
3,青海,0,0,30,0,30,0,0,0,0,0,1,0,0
4,台湾,0,0,20533,100,13742,5938,100,0,853,0,1,0,0
5,香港,0,0,98135,29284,18926,78219,28263,690,990,331,1,0,0
6,贵州,1,0,162,0,160,0,0,0,2,0,1,0,0
7,吉林,0,0,606,1,588,15,1,0,3,0,1,1,0
8,新疆,0,0,996,0,993,0,0,0,3,0,1,0,0
9,宁夏,0,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,2,0,1611,27,1248,362,10,17,1,0,1,27,0
11,甘肃,0,0,368,0,356,10,-2,2,2,0,1,0,0
12,天津,7,0,1126,7,1090,33,6,1,3,0,1,6,1
13,山西,1,0,284,1,268,16,1,0,0,0,1,1,0
14,辽宁,16,1,1027,0,818,207,-1,1,2,0,1,0,0
15,黑龙江,35,10,2084,5,2050,21,5,0,13,0,1,5,0
16,海南,1,0,191,1,184,1,1,0,6,0,1,1,0
17,河北,1,0,1476,0,1469,0,0,0,7,0,1,0,0
18,陕西,0,0,2826,0,2823,0,0,0,3,0,1,0,0
19,云南,117,9,1956,10,1874,80,10,0,2,0,1,6,4
20,广西,171,22,1115,14,802,311,4,10,2,0,1,6,8
21,福建,37,0,1561,3,1469,91,-1,4,1,0,1,0,3
22,上海,108,15,4351,41,3863,481,29,12,7,0,1,1,40
23,北京,123,2,1479,12,1361,109,8,4,9,0,1,0,12
24,江苏,49,2,1779,5,1660,119,-11,16,0,0,1,3,2
25,四川,57,4,1462,3,1377,82,2,1,3,0,1,1,2
26,山东,27,2,1133,4,1084,42,0,4,7,0,1,1,3
27,江西,0,0,959,0,958,0,0,0,1,0,1,0,0
28,重庆,5,0,620,4,607,7,4,0,6,0,1,0,4
29,安徽,0,0,1012,1,1003,3,1,0,6,0,1,0,1
30,湖南,1,0,1233,0,1226,3,-1,1,4,0,1,0,0
31,河南,32,24,2666,0,2629,15,-1,1,22,0,1,0,0
32,广东,378,53,4685,75,3891,786,63,12,8,0,1,31,44
33,浙江,120,1,2265,0,2019,245,0,0,1,0,1,0,0
34,湖北,22,1,68357,3,63808,37,3,0,4512,0,1,2,1
