id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,116738687,476011,107656544,7738581,92.2%,1343562,1.2%
2,欧洲,156322549,457208,133701222,20911699,85.5%,1709628,1.1%
3,非洲,11526699,6389,10621847,655312,92.1%,249540,2.2%
4,大洋洲,3596362,35313,3210285,378276,89.3%,7801,0.2%
5,北美洲,94900535,15070,65967993,27529221,69.5%,1403321,1.5%
6,南美洲,54270544,56696,47977706,5034874,88.4%,1257964,2.3%
7,其他,712,0,699,0,98.2%,13,1.8%
