id,area,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedPercent,curedRelative,died,diedPercent,diedRelative,icuDisable
1,基里巴斯,2665,83,569,2088,-84,21.4%,162,8,0.3%,5,1
2,汤加王国,141,0,2,139,0,1.4%,0,0,0.0%,0,1
3,韩国,1552851,57175,825776,719873,46216,53.2%,10898,7202,0.5%,61,1
4,帕劳共和国,3303,47,2294,1005,-69,69.5%,116,4,0.1%,0,1
5,圣赫勒拿,2,0,2,0,0,100.0%,0,0,0.0%,0,1
6,密克罗尼西亚,1,0,1,0,0,100.0%,0,0,0.0%,0,1
7,萨摩亚独立国,33,0,3,30,0,9.1%,0,0,0.0%,0,1
8,瓦努阿图共和国,7,0,6,0,0,85.7%,0,1,14.3%,0,1
9,马尔维纳斯群岛,89,0,68,21,0,76.4%,0,0,0.0%,0,1
10,马绍尔群岛,7,0,7,0,0,100.0%,0,0,0.0%,0,1
11,瓦利斯和富图纳群岛,454,0,438,9,0,96.5%,0,7,1.5%,0,1
12,所罗门群岛,4910,338,1126,3719,328,22.9%,7,65,1.3%,3,1
13,莱索托,32434,62,23116,8622,-242,71.3%,304,696,2.1%,0,1
14,科摩罗,8005,0,7689,156,0,96.1%,0,160,2.0%,0,1
15,塔吉克斯坦,17382,4,17241,17,4,99.2%,0,124,0.7%,0,1
16,海峡群岛,47564,862,44495,2930,-227,93.5%,1087,139,0.3%,2,1
17,阿拉伯联合酋长国,870358,930,806286,61784,-1760,92.6%,2689,2288,0.3%,1,1
18,也门,11699,0,8533,1059,0,72.9%,0,2107,18.0%,0,1
19,圣皮埃尔,1040,0,999,40,-11,96.1%,11,1,0.1%,0,1
20,圣多美和普林西比,5920,0,5836,13,-4,98.6%,4,71,1.2%,0,1
21,南苏丹,16900,17,13077,3686,17,77.4%,0,137,0.8%,0,1
22,马拉维,85065,8,73208,9258,-370,86.1%,376,2599,3.1%,2,1
23,布隆迪,37923,46,773,37112,46,2.0%,0,38,0.1%,0,1
24,塞拉利昂,7659,0,4393,3141,0,57.4%,0,125,1.6%,0,1
25,博茨瓦纳,260491,836,253947,3941,729,97.5%,101,2603,1.0%,6,1
26,百慕大,11246,100,10919,206,-66,97.1%,165,121,1.1%,1,1
27,英属维尔京群岛,5997,0,2649,3287,0,44.2%,0,61,1.0%,0,1
28,安圭拉,2497,39,2469,19,5,98.9%,34,9,0.4%,0,1
29,格林纳达,13373,11,12791,368,-49,95.6%,60,214,1.6%,0,1
30,圣基茨和尼维斯,5508,6,5400,68,-2,98.0%,8,40,0.7%,0,1
31,特克斯和凯科斯群岛,5832,0,5743,54,0,98.5%,0,35,0.6%,0,1
32,几内亚比绍,7878,0,6904,810,-2,87.6%,0,164,2.1%,2,1
33,马里,30286,0,28214,1355,-5,93.2%,5,717,2.4%,0,1
34,利比亚,475604,2490,426540,42921,-1571,89.7%,4053,6143,1.3%,8,1
35,老挝,140030,441,7660,131768,440,5.5%,0,602,0.4%,1,1
36,伯利兹,55653,335,51797,3224,-723,93.1%,1057,632,1.1%,1,1
37,缅甸,550824,1586,518884,12626,1039,94.2%,546,19314,3.5%,1,1
38,多米尼克,10669,113,9771,844,-51,91.6%,164,54,0.5%,0,1
39,莫桑比克,224767,16,218558,4020,-139,97.2%,155,2189,1.0%,0,1
40,叙利亚,53011,130,43759,6217,-245,82.5%,372,3035,5.7%,3,1
41,马恩岛,22178,21,21881,220,-15,98.7%,36,77,0.3%,0,1
42,巴布亚新几内亚,38671,190,36743,1318,-72,95.0%,262,610,1.6%,0,1
43,厄立特里亚,9679,7,9516,60,-24,98.3%,31,103,1.1%,0,1
44,乌干达,162802,47,99684,59543,-12,61.2%,58,3575,2.2%,1,1
45,安哥拉,98555,0,96427,229,0,97.8%,0,1899,1.9%,0,1
46,东帝汶,21877,129,20196,1557,43,92.3%,86,124,0.6%,0,1
47,新喀里多尼亚,41681,1958,26939,14455,677,64.6%,1281,287,0.7%,0,1
48,马达加斯加,62844,0,56500,5009,0,89.9%,0,1335,2.1%,0,1
49,津巴布韦,231863,222,224088,2397,18,96.6%,204,5378,2.3%,0,1
50,佛得角,55846,2,55370,76,-15,99.1%,17,400,0.7%,0,1
51,蒙特塞拉特,163,0,161,0,0,98.8%,0,2,1.2%,0,1
52,海地,30055,14,25117,4129,2,83.6%,12,809,2.7%,0,1
53,尼日尔,8724,1,8380,41,-10,96.1%,11,303,3.5%,0,1
54,乍得,7214,0,4874,2150,0,67.6%,0,190,2.6%,0,1
55,萨尔瓦多,147786,784,123870,19905,353,83.8%,423,4011,2.7%,8,1
56,尼加拉瓜,17895,0,4225,13451,0,23.6%,0,219,1.2%,0,1
57,斐济,63509,33,61685,1004,-60,97.1%,92,820,1.3%,1,1
58,毛里求斯,28408,758,25684,1962,758,90.4%,0,762,2.7%,0,1
59,赞比亚,309870,368,303332,2599,-38,97.9%,404,3939,1.3%,2,1
60,吉布提,15535,0,15335,11,0,98.7%,0,189,1.2%,0,1
61,吉尔吉斯斯坦,200175,55,193385,3855,-154,96.6%,207,2935,1.5%,2,1
62,巴巴多斯,52310,271,46793,5215,-74,89.5%,345,302,0.6%,0,1
63,黑山,227045,225,221413,2991,-74,97.5%,296,2641,1.2%,3,1
64,冈比亚,11911,0,11461,85,0,96.2%,0,365,3.1%,0,1
65,格陵兰岛,11428,19,2761,8657,17,24.2%,0,10,0.1%,2,1
66,贝宁,26552,0,25506,883,0,96.1%,0,163,0.6%,0,1
67,索马里,26260,0,13182,11733,0,50.2%,0,1345,5.1%,0,1
68,坦桑尼亚,33549,0,183,32570,0,0.5%,0,796,2.4%,0,1
69,利比里亚,7360,1,5747,1323,1,78.1%,0,290,3.9%,0,1
70,圭亚那合作共和国,62360,109,59782,1379,-365,95.9%,468,1199,1.9%,6,1
71,马约特,36572,0,2964,33421,0,8.1%,0,187,0.5%,0,1
72,巴哈马,32972,19,25559,6647,3,77.5%,16,766,2.3%,0,1
73,乌兹别克斯坦,234359,302,220466,12284,-779,94.1%,1078,1609,0.7%,3,1
74,瓜德罗普,119534,0,2250,116476,0,1.9%,0,808,0.7%,0,1
75,开曼群岛,17687,0,8553,9118,0,48.4%,0,16,0.1%,0,1
76,刚果（布）,23874,14,20178,3321,14,84.5%,0,375,1.6%,0,1
77,中非共和国,14187,33,6859,7215,31,48.3%,0,113,0.8%,2,1
78,塞舌尔,38766,0,37803,804,0,97.5%,0,159,0.4%,0,1
79,赤道几内亚,15869,0,15612,75,0,98.4%,0,182,1.1%,0,1
80,纳米比亚,156843,78,152182,666,-114,97.0%,190,3995,2.5%,2,1
81,卢旺达,129326,13,45522,82352,11,35.2%,0,1452,1.1%,2,1
82,斯威士兰,68858,20,67269,205,-16,97.7%,35,1384,2.0%,1,1
83,毛里塔尼亚,58577,6,57377,227,-47,98.0%,52,973,1.7%,1,1
84,阿鲁巴,33531,13,33271,62,-17,99.2%,30,198,0.6%,0,1
85,钻石公主号邮轮,712,0,699,0,0,98.2%,0,13,1.8%,0,1
86,苏里南,77334,167,49322,26709,161,63.8%,2,1303,1.7%,4,1
87,库拉索,38465,14,37455,750,-85,97.4%,97,260,0.7%,2,1
88,圣卢西亚,22177,56,20364,1466,-83,91.8%,139,347,1.6%,0,1
89,圣文森特和格林纳丁斯,6727,2,6523,101,-8,97.0%,9,103,1.5%,1,1
90,安提瓜和巴布达,7342,0,6626,582,0,90.2%,0,134,1.8%,0,1
91,危地马拉,740011,858,675958,47392,-1502,91.3%,2354,16661,2.3%,6,1
92,乌拉圭,788676,5066,734803,47079,-771,93.2%,5815,6794,0.9%,22,1
93,委内瑞拉,508042,1030,489438,13040,-540,96.3%,1563,5564,1.1%,7,1
94,苏丹,59903,272,40329,15743,272,67.3%,0,3831,6.4%,0,1
95,几内亚,36329,0,32684,3209,0,90.0%,0,436,1.2%,0,1
96,埃塞俄比亚,467691,77,409240,51023,-41,87.5%,116,7428,1.6%,2,1
97,哈萨克斯坦,1293901,1173,1236236,44171,-4754,95.5%,5904,13494,1.0%,23,1
98,肯尼亚,322517,24,302866,14019,-62,93.9%,85,5632,1.7%,1,1
99,特立尼达和多巴哥,121271,510,96275,21461,130,79.4%,375,3535,2.9%,5,1
100,加蓬,47446,20,44222,2922,-315,93.2%,335,302,0.6%,0,1
101,加纳,157992,241,156085,478,-532,98.8%,763,1429,0.9%,10,1
102,法属波利尼西亚,56658,2805,33500,22521,2805,59.1%,0,637,1.1%,0,1
103,古巴,1062154,792,1049295,4383,-58,98.8%,846,8476,0.8%,4,1
104,留尼汪岛,278494,0,250359,27532,0,89.9%,0,603,0.2%,0,1
105,科特迪瓦,81237,95,79031,1415,-17,97.3%,110,791,1.0%,2,1
106,洪都拉斯,404764,1644,127289,266867,1608,31.4%,0,10608,2.6%,36,1
107,玻利维亚,886108,1622,758421,106356,-3988,85.6%,5580,21331,2.4%,30,1
108,圣马丁岛,9505,13,9213,208,-15,96.9%,27,84,0.9%,1,1
109,圣巴泰勒米岛,3687,0,462,3219,0,12.5%,0,6,0.2%,0,1
110,牙买加,127233,109,73688,50795,-95,57.9%,193,2750,2.2%,11,1
111,土耳其,13079683,76632,12162979,825587,1430,93.0%,74936,91117,0.7%,266,1
112,刚果（金）,85793,17,50930,33547,17,59.4%,0,1316,1.5%,0,1
113,巴拿马,745367,799,719801,17596,-2701,96.6%,3490,7970,1.1%,10,1
114,蒙古国,458309,609,313256,142904,607,68.4%,0,2149,0.5%,2,1
115,布基纳法索,20725,0,20295,55,0,97.9%,0,375,1.8%,0,1
116,塞浦路斯,295686,2930,124370,170525,2927,42.1%,0,791,0.3%,3,1
117,文莱,25584,667,17970,7516,535,70.2%,132,98,0.4%,0,1
118,马提尼克,101298,0,104,100340,0,0.1%,0,854,0.8%,0,1
119,法属圭亚那,77349,115,11254,65710,114,14.5%,0,385,0.5%,1,1
120,法罗群岛,30010,340,7693,22293,339,25.6%,0,24,0.1%,1,1
