id,area,confirmed,died,cured,asymptomatic,asymptomaticRelative,unconfirmed,relativeTime,confirmedRelative,unconfirmedRelative,curedRelative,diedRelative,icu,icuRelative,overseasInput,unOverseasInputCumulative,overseasInputRelative,unOverseasInputNewAdd,curConfirm,curConfirmRelative,icuDisable
1,china,146116,5712,129958,751,28,1,1644854400,828,0,314,4,7,1,13144,132896,56,696,10446,434,1
2,oversea,416244954,5852749,339076679,None,None,None,1644854400,1832172,None,3244404,11080,None,None,None,None,None,None,71315526,-1423312,None
