id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,112590775,449829,104496140,6764925,92.8%,1329710,1.2%
2,欧洲,151503058,604551,125001728,24815939,82.5%,1685391,1.1%
3,非洲,11451919,14361,10463738,740155,91.4%,248026,2.2%
4,大洋洲,3335323,21715,3025177,302630,90.7%,7516,0.2%
5,北美洲,94186561,27802,64150333,28651369,68.1%,1384859,1.5%
6,南美洲,53409644,58896,46554579,5605373,87.2%,1249692,2.3%
7,其他,712,0,699,0,98.2%,13,1.8%
