id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,81,0,79,2,0,0,0,0,1,0,0
3,青海,0,0,30,0,30,0,0,0,0,0,1,0,0
4,台湾,0,0,20582,93,13742,5987,93,0,853,0,1,0,0
5,香港,0,0,118420,38299,19495,97757,37306,569,1168,424,1,0,0
6,贵州,0,0,162,0,160,0,0,0,2,0,1,0,0
7,吉林,4,4,609,4,588,18,4,0,3,0,1,4,0
8,新疆,0,0,996,0,993,0,0,0,3,0,1,0,0
9,宁夏,0,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,2,0,1615,17,1273,341,-9,26,1,0,1,17,0
11,甘肃,0,0,368,0,358,8,-2,2,2,0,1,0,0
12,天津,7,0,1130,4,1090,37,4,0,3,0,1,1,3
13,山西,1,0,285,1,268,17,1,0,0,0,1,1,0
14,辽宁,18,2,1029,2,824,203,-4,6,2,0,1,2,0
15,黑龙江,43,12,2087,4,2050,24,4,0,13,0,1,4,0
16,海南,1,0,191,0,184,1,0,0,6,0,1,0,0
17,河北,1,0,1476,0,1469,0,0,0,7,0,1,0,0
18,陕西,0,0,2826,0,2823,0,0,0,3,0,1,0,0
19,云南,125,10,1959,3,1876,81,1,2,2,0,1,1,2
20,广西,181,28,1120,5,817,301,-10,15,2,0,1,2,3
21,福建,29,0,1562,1,1472,89,-2,3,1,0,1,0,1
22,上海,129,22,4391,41,3871,513,33,8,7,0,1,4,37
23,北京,124,1,1484,5,1362,113,4,1,9,0,1,0,5
24,江苏,47,3,1780,1,1656,124,-4,5,0,0,1,1,0
25,四川,61,8,1468,6,1377,88,6,0,3,0,1,3,3
26,山东,27,2,1138,6,1087,44,3,3,7,0,1,4,2
27,江西,0,0,959,0,958,0,0,0,1,0,1,0,0
28,重庆,13,8,622,2,607,9,2,0,6,0,1,0,2
29,安徽,0,0,1012,0,1003,3,0,0,6,0,1,0,0
30,湖南,0,0,1234,1,1226,4,-1,2,4,0,1,0,1
31,河南,42,10,2667,1,2634,11,-4,5,22,0,1,0,1
32,广东,431,61,4800,115,3899,893,107,8,8,0,1,32,83
33,浙江,122,2,2265,0,2019,245,0,0,1,0,1,0,0
34,湖北,22,0,68367,10,63808,47,10,0,4512,0,1,0,10
