id,content,count
1,疫情,445
2,防控,130
3,医院,110
4,核酸,104
5,杭州,104
6,工作,103
7,候诊,94
8,人员,92
9,春节,88
10,过年,77
11,北京,70
12,隔离,66
13,中国,64
14,门诊,60
15,健康,59
16,地区,59
17,天津,57
18,机场,56
19,西安,55
20,发热,54
21,期间,50
22,防疫,49
23,含,49
24,核酸检测,48
25,风险,48
26,希望,48
27,2022年,47
28,采样,47
29,开放,47
30,集团,45
31,食品,45
32,][,45
33,人数,45
34,国家,44
35,做好,42
36,数量,41
37,社区,38
38,中心,38
39,越南,38
40,酒店,38
41,人民,38
42,企业,37
43,检查,36
44,责任,36
45,时间,36
46,纪律,36
47,市,35
48,管理,35
49,服务,35
50,市民,35
51,本土,35
52,落实,35
53,公司,34
54,国际,34
55,发生,34
56,天津市,34
57,单位,33
58,新增,33
59,市场,32
60,业务,32
61,给予,32
62,加油,32
63,返乡,32
64,东部,32
65,党委,31
66,处分,31
67,回家,31
68,美国,31
69,抗疫,31
70,发布,31
71,小区,31
72,上海,30
73,出行,30
74,政策,30
75,新春,30
76,生活,30
77,大学,30
78,年夜饭,29
79,情况,28
80,？？？,28
81,高风险,28
82,接种,28
83,回,27
84,小时,27
85,保障,27
86,卫生,27
87,冷链,26
88,措施,26
89,经济,26
90,确诊病例,26
91,口罩,26
92,交通,25
93,进口,24
94,[泪,24
95,主动,24
96,开除,24
97,叽咕,24
98,群众,23
99,配合,23
100,活动,23
101,除夕,22
102,领导,22
103,吃,22
104,考试,22
105,第三,21
106,违反,21
107,河粉,21
108,视频,20
109,新冠肺炎,20
110,解除,20
111,通知,20
112,报告,20
113,疫苗,20
114,记者,20
115,组织,20
116,店,20
117,大队,20
118,招生,20
119,传播,19
120,真的,19
121,郑州,19
122,南京,19
123,禄口,19
124,雪,19
125,确诊,19
126,[裂,19
127,开],19
128,辛苦,19
129,党内,18
130,书记,18
131,早日,18
132,区,18
133,居家,18
134,结束,18
135,泪],18
136,重点,18
137,碗,18
138,地产,18
139,世茂,18
140,平安,17
141,解封,17
142,扩散,17
143,监督,17
144,警告,17
145,国内,17
146,阴性,17
147,时代,17
148,西安市,17
149,天气,16
150,京,16
151,48,16
152,医护,16
153,近期,16
154,买,16
155,假期,16
156,虎年,16
157,指导,16
158,高考,16
159,部门,15
160,指挥部,15
161,区域,15
162,管控,15
163,全市,15
164,提醒,15
165,第四,15
166,形势,15
167,严峻,15
168,富阳,15
169,病例,15
170,复工,15
171,利益,15
172,信息,15
173,节日,15
174,美食,15
175,安排,15
176,新冠病毒,15
177,感染者,15
178,精彩,15
179,失职,15
180,精神,15
181,排队,14
182,防护,14
183,身边,14
184,份,14
185,中央,14
186,影响,14
187,街道,14
188,家人,14
189,楼,14
190,阳性,14
191,去年,14
192,新冠,14
193,病毒,14
194,疾控,14
195,外出,14
196,生产,14
197,菜,14
198,复产,14
199,党,14
200,办理,14
201,昆云,14
202,经营,13
203,涉嫌,13
204,规范,13
205,主任,13
206,住,13
207,监测,13
208,检测,13
209,增长,13
210,世界,13
211,旅居史,13
212,悲],13
213,工作人员,13
214,医学,13
215,证明,13
216,送,13
217,岁,13
218,提前,13
219,走,13
220,强化,13
221,瞬间,13
222,返,13
223,纪委,12
224,消息,12
225,相关,12
226,副书记,12
227,疫,12
228,朋友,12
229,随意,12
230,国务院,12
231,2021年,12
232,通告,12
233,感染,12
234,全员,12
235,符合,12
236,感谢,12
237,景区,12
238,餐饮,12
239,失责,12
240,损失,12
241,负有,12
242,廉洁,12
243,项,12
244,党籍,12
245,公职,12
246,犯罪,12
247,餐厅,12
248,传统,12
249,链家,12
250,四,11
251,前往,11
252,郑州市,11
253,新鲜,11
254,戴,11
255,冯军,11
256,依法,11
257,减少,11
258,新年,11
259,[心,11
260,早上,11
261,平凡,11
262,河北区,11
263,新区,11
264,恢复,11
265,号,11
266,销售,11
267,控制,11
268,公路,11
269,公告,11
270,游客,11
271,力量,11
272,高校,11
273,年味,11
274,人群,11
275,回来,10
276,滨江,10
277,违法,10
278,海鲜,10
279,监管,10
280,计划,10
281,卫健委,10
282,机制,10
283,报道,10
284,全省,10
285,观察,10
