id,area,confirmed,died,cured,asymptomatic,asymptomaticRelative,unconfirmed,relativeTime,confirmedRelative,unconfirmedRelative,curedRelative,diedRelative,icu,icuRelative,overseasInput,unOverseasInputCumulative,overseasInputRelative,unOverseasInputNewAdd,curConfirm,curConfirmRelative,icuDisable
1,china,138621,5700,126074,812,52,4,1643472000,233,3,170,0,10,0,12565,126001,18,160,6847,8,1
2,oversea,375099524,5675959,296353726,None,None,None,1643472000,2487135,None,2064357,7524,None,None,None,None,None,None,73069839,415254,None
