id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,99774265,651965,92147172,6342514,92.4%,1284579,1.3%
2,欧洲,124664943,1115195,93555483,29495426,75.0%,1614034,1.3%
3,非洲,10995484,33407,9790235,965951,89.0%,239298,2.2%
4,大洋洲,2726623,47584,2400891,319592,88.1%,6140,0.2%
5,北美洲,88526627,282178,56775488,30433740,64.1%,1317399,1.5%
6,南美洲,48410870,356806,41683758,5512616,86.1%,1214496,2.5%
7,其他,712,0,699,0,98.2%,13,1.8%
