id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,81612484,89485,78899772,1510617,96.7%,1202095,1.5%
2,欧洲,72148031,433347,63800761,6947440,88.4%,1399830,1.9%
3,非洲,8701809,5213,8102332,376646,93.1%,222831,2.6%
4,大洋洲,361807,1883,312556,45066,86.4%,4185,1.2%
5,北美洲,58652640,147655,47241017,10223243,80.5%,1188380,2.0%
6,南美洲,38899142,14731,36987767,731384,95.1%,1179991,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
