id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,86046575,324364,82435448,2354709,95.8%,1256418,1.5%
2,欧洲,94536271,934689,77266721,15721227,81.7%,1548323,1.6%
3,非洲,10135704,56382,8936970,967308,88.2%,231426,2.3%
4,大洋洲,1044498,78117,525112,514771,50.3%,4615,0.4%
5,北美洲,71268560,854819,51189571,18821038,71.8%,1257951,1.8%
6,南美洲,40745221,219645,37883566,1667496,93.0%,1194159,2.9%
7,其他,712,0,699,0,98.2%,13,1.8%
