id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,81832213,81165,79104380,1522208,96.7%,1205625,1.5%
2,欧洲,72976393,296704,64338041,7231341,88.2%,1407011,1.9%
3,非洲,8718023,6473,8115049,379621,93.1%,223353,2.6%
4,大洋洲,366130,1535,326516,35413,89.2%,4201,1.1%
5,北美洲,58776755,30117,47344121,10242756,80.5%,1189878,2.0%
6,南美洲,38951235,19815,37027318,742788,95.1%,1181129,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
