id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,84572358,138424,81786649,1536188,96.7%,1249521,1.5%
2,欧洲,87709978,1024818,74911667,11269173,85.4%,1529138,1.7%
3,非洲,9816710,57851,8701724,885951,88.6%,229035,2.3%
4,大洋洲,594113,32991,401304,188293,67.5%,4516,0.8%
5,北美洲,65975974,656142,50285091,14445668,76.2%,1245215,1.9%
6,南美洲,39818947,92643,37641303,985549,94.5%,1192095,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
