id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,86407807,320168,82548605,2601811,95.5%,1257391,1.5%
2,欧洲,95449042,1187096,77583583,16314838,81.3%,1550621,1.6%
3,非洲,10177944,57231,8969410,976795,88.1%,231739,2.3%
4,大洋洲,1145796,117010,525415,615738,45.9%,4643,0.4%
5,北美洲,71840234,1006513,51264770,19316480,71.4%,1258984,1.8%
6,南美洲,40976578,220736,38012502,1769599,92.8%,1194477,2.9%
7,其他,712,0,699,0,98.2%,13,1.8%
