id,content,count
1,疫情,423
2,疫苗,205
3,中国,192
4,新冠,161
5,美国,158
6,防控,146
7,人员,130
8,确诊病例,127
9,接种,125
10,报告,116
11,工作,108
12,北京,107
13,国家,106
14,发展,105
15,浙江,100
16,奥密克戎,98
17,核酸检测,97
18,累计,94
19,感染,91
20,经济,90
21,新冠肺炎,90
22,新增,89
23,新冠病毒,88
24,民主,87
25,确诊,87
26,美,86
27,抗疫,82
28,措施,82
29,死亡,80
30,世界,79
31,英国,79
32,病毒,78
33,国际,77
34,防疫,77
35,隔离,76
36,全球,75
37,时间,73
38,发现,69
39,地区,69
40,病例,69
41,冬奥会,68
42,日本,68
43,口罩,66
44,健康,66
45,人民,65
46,韩,63
47,发布,61
48,关系,61
49,核酸,61
50,新闻,59
51,杭州,58
52,无症状感染者,58
53,中心,57
54,12日,56
55,影响,55
56,政策,54
57,公司,52
58,合作,52
59,国,51
60,民众,51
61,平台,51
62,检测,50
63,变异,50
64,采集,49
65,记者,48
66,男子,48
67,人群,48
68,相关,47
69,本土,47
70,传播,47
71,2021年,47
72,活动,45
73,奥密克,45
74,企业,44
75,非法,44
76,消费者,44
77,超过,43
78,报道,43
79,阳性,42
80,韩国,42
81,绍兴,41
82,视频,41
83,部门,41
84,通报,41
85,通知,40
86,期间,40
87,西安,40
88,社区,40
89,大学,40
90,华莱士,40
91,专家,39
92,持续,39
93,过年,39
94,人口,38
95,消息,38
96,计划,38
97,近日,38
98,情况,38
99,2022年,37
100,管理,37
101,新西兰,37
102,人数,36
103,沈阳,36
104,戎,36
105,毒株,36
106,境外输入,36
107,提供,35
108,宁波,35
109,阴性,35
110,稳定,34
111,风险,34
112,生活,34
113,做好,34
114,研究,34
115,央视,33
116,卫生,33
117,春节,33
118,政府,33
119,博物馆,33
120,医院,33
121,症状,33
122,增长,32
123,努力,32
124,岁,32
125,人民币,32
126,显示,31
127,这是,31
128,社会,31
129,希望,31
130,门店,31
131,夫妻,31
132,市场,31
133,加油,30
134,西方,30
135,手册,30
136,奥委会,30
137,治疗,30
138,关注,30
139,管控,30
140,人类,29
141,信息,29
142,公布,29
143,英,28
144,和平,28
145,政治,28
146,环境,28
147,应对,28
148,推动,28
149,运动员,28
150,最新,28
151,大使,28
152,半岛,28
153,尼加拉瓜,28
154,全国,27
155,数据,27
156,拜登,27
157,份,27
158,株,27
159,推进,27
160,峰会,26
161,获利,26
162,机构,26
163,服务,26
164,总统,25
165,入境,25
166,戴,25
167,指挥部,25
168,代打,25
169,接种疫苗,25
170,异株,25
171,患者,25
172,建设,25
173,动物,25
174,中方,24
175,对此,24
176,产品,24
177,明年,24
178,回家,24
179,国内,24
180,万元,24
181,学生,24
182,检出,24
183,小区,24
184,制作,24
185,24时,24
186,出院,24
187,全员,24
188,上市,24
189,媒体,23
190,利益,23
191,区域,23
192,开放,23
193,面临,23
194,举办,23
195,上海,23
196,形势,23
197,采集人,23
198,下午,23
199,西安市,23
200,疾控,23
201,酒店,23
202,台,23
203,项目,23
204,质量,23
205,食品,23
206,重点,23
207,律师,23
208,经营者,23
209,停产,23
210,南非,22
211,带来,22
212,维护,22
213,投资,22
214,解决,22
215,网友,22
216,邢,22
217,海明,22
218,团结,21
219,公共,21
220,外交部,21
221,承担,21
222,依法,21
223,综合,21
224,负责,21
225,调查,21
226,发布会,21
227,佩戴,21
228,项,21
229,主动,21
230,长安,21
231,绿色,21
232,铁路,21
233,剂,21
234,近期,20
235,精神,20
236,生命,20
237,挑战,20
238,群众,20
239,提醒,20
240,广东,20
241,预约,20
242,消费,20
243,出行,20
244,文化,20
245,考点,20
246,考生,20
247,牛奶,20
248,各国,19
249,敦促,19
250,王某,19
251,安排,19
252,确保,19
253,保护,19
254,增加,19
255,绿码,19
256,倡导,19
257,高风险,19
258,员工,19
259,网络,19
260,感染者,19
261,观察,19
262,公告,19
263,奥林匹克,19
264,会议,19
265,共建,19
266,协会,19
267,商品,19
268,首次,18
269,实施,18
270,战略,18
271,版,18
272,主任,18
273,比赛,18
274,此前,18
275,元旦,18
276,单位,18
277,发生,18
278,市民,18
279,哈尔滨,18
280,内地,18
281,卫生部,18
282,美元,18
283,天津,18
284,区,18
285,排查,18
286,配合,18
287,调整,18
288,驻,18
289,发热,18
290,双城,18
291,学校,18
292,组织,17
293,发言人,17
294,保障,17
295,新型,17
296,冠状,17
297,公众,17
298,控制,17
299,轨迹,17
300,市,17
301,落实,17
302,满洲里,17
303,投诉,17
304,死亡病例,17
305,天津市,17
306,2020年,16
307,成员,16
308,发表,16
309,尊重,16
310,父母,16
311,指出,16
312,城市,16
313,时报,16
314,人士,16
315,水平,16
316,启动,16
317,80万,16
318,至少,16
319,约翰逊,16
320,全程,16
321,出席,16
322,海外,16
323,欧洲,16
324,有偿,16
325,交流,16
326,责任,16
327,提出,16
328,星巴克,16
329,过期,16
330,北京市,16
331,浙江省,16
332,经济圈,16
333,100万,16
334,抗体,16
335,野生,16
336,基础,15
337,支持,15
338,七国集团,15
339,意大利,15
340,冬残,15
341,奥会,15
342,表现,15
343,假期,15
344,介绍,15
345,免疫,15
346,委员会,15
347,实验室,15
348,超,15
349,小时,15
350,送,15
351,聚焦,15
352,旅客,15
353,临时,15
354,考试,15
355,吃,15
356,预防,15
357,就诊,15
358,统计,14
359,2019年,14
360,呈,14
361,状态,14
362,接受,14
363,浙,14
364,对抗,14
365,包括,14
366,讨论,14
367,声明,14
368,医疗,14
369,指南,14
370,前往,14
371,阶段,14
372,成功,14
373,原则,14
374,参加,14
375,意见,14
376,参与,14
377,未来,14
378,鼓励,14
379,严峻,14
380,聚集,14
381,证明,14
382,确认,14
383,位点,14
384,能力,14
385,速度,14
386,街道,14
387,保安,14
388,拒绝,14
389,含,14
390,哈尔滨市,14
391,收到,14
392,四,14
393,外事,14
394,仁川,14
395,相互,14
396,作用,14
397,电商,14
398,销售者,14
399,联合,14
400,上虞,14
401,传染病,14
402,升值,14
403,医护,13
404,数量,13
405,俄罗斯,13
406,过程,13
407,政客,13
408,回应,13
409,评论,13
410,占,13
411,透明,13
412,办公室,13
413,检查,13
414,官员,13
415,交通,13
416,密接,13
417,赛事,13
418,奥运会,13
419,成果,13
420,小组,13
421,件,13
422,一对,13
423,强制,13
424,分析,13
425,场所,13
426,定点,13
427,沟通,13
428,运营,13
429,陕西,13
430,当天,13
431,绍兴市,13
432,上虞区,13
433,家长,13
434,在线,13
435,登记,13
436,恢复,13
437,复苏,13
438,口岸,13
439,改革,13
440,考研,13
441,自治区,13
442,尼日利亚,13
443,科技,13
444,交大,13
445,封闭,12
446,力量,12
447,损害,12
448,总数,12
449,后果,12
450,网上,12
451,公安,12
452,今日,12
453,抵达,12
454,全世界,12
455,变化,12
456,倡议,12
457,科学,12
458,身体,12
459,常态化,12
460,肺炎,12
461,幼儿园,12
462,死于,12
463,工作人员,12
464,原因,12
465,防护,12
466,警方,12
467,0时,12
468,沈小婷,12
469,超市,12
470,官方,12
471,监管,12
472,绿马,12
473,央行,12
474,货币,12
475,10剂,12
476,去年,12
477,台北,12
478,贡献,12
479,优势,12
480,邀请,12
481,权利,12
482,电视,12
483,餐厅,12
484,退货,12
485,协调,12
486,全市,12
487,自然村,12
488,猪瘟,12
489,表演,12
490,名录,12
491,净增,11
492,因素,11
493,历史,11
494,扩张,11
495,制造,11
496,各方,11
497,干涉,11
498,权益,11
499,意识,11
500,做法,11
501,多边主义,11
502,全球性,11
503,孩子,11
504,公务员,11
505,残,11
506,冬奥组委,11
507,闭环,11
508,医学,11
509,协商,11
510,保险,11
511,洗手,11
512,发出,11
513,卫健委,11
514,刘,11
515,应急,11
516,该国,11
517,密切接触者,11
518,距离,11
519,民生,11
520,出具,11
521,拿到,11
522,治愈,11
523,战疫,11
524,勤,11
525,免费,11
526,机场,11
527,黑龙江省,11
528,通胀,11
529,告知,11
530,日报,11
531,改善,11
532,吉祥,11
533,购买,11
534,电话,11
535,约定,11
536,赔偿,11
537,门诊,11
538,捐赠,11
539,猫,11
540,美国人,11
541,联防,11
542,联控,11
543,疾病,11
544,内需,11
545,瓶,11
546,猪,11
547,附院,11
548,下降,10
549,2021,10
550,面对,10
551,选择,10
552,分裂,10
553,记者会,10
554,涉疆,10
555,技术,10
556,法律,10
557,刘在石,10
558,小徐,10
559,过节,10
560,涉奥,10
561,出发,10
562,事项,10
563,体育,10
564,领域,10
565,制定,10
566,建议,10
567,带,10
568,一律,10
569,生产,10
570,商铺,10
571,首批,10
572,见面,10
573,100多,10
574,机关,10
575,龙卷风,10
576,研发,10
577,数字,10
578,有待,10
579,小朋友,10
580,样本,10
581,快速,10
582,预计,10
583,不住,10
584,辽宁,10
585,携手,10
586,一家,10
587,申请,10
588,舞白,10
589,一半,10
590,拟,10
591,黑心棉,10
592,发挥,10
593,延长,10
594,本轮,10
595,鼓掌,10
596,敬礼,10
597,生态,10
598,罪,10
599,期待,10
600,热情,10
601,监督,10
602,民调,10
603,中和,10
604,冬奥,10
605,规范,10
606,增强,10
607,食用油,10
608,运费,10
609,维权,10
610,紧急,10
611,女性,10
612,美食,10
613,滞留,10
614,增设,10
615,海拉尔区,10
616,满洲里市,10
617,各项,10
618,现有,10
619,狗,10
620,新加坡,10
621,提升,10
622,4时,10
623,旅行,10
624,轮,10
625,价格,10
626,复交,10
627,三有,10
628,商家,10
629,青花,10
630,我国,9
631,贝塔,9
632,网站,9
633,监测,9
634,自我,9
635,导致,9
636,冷战,9
637,搞,9
638,全人类,9
639,提问,9
640,台湾,9
641,形象,9
642,汪,9
643,文斌,9
644,包容,9
645,践行,9
646,引发,9
647,做出,9
648,一线,9
649,执行,9
650,激励,9
651,降低,9
652,奥运,9
653,事业,9
654,有序,9
655,流行,9
656,输入,9
657,套,9
658,提前,9
659,商务,9
660,迫切,9
661,拉马福萨,9
662,多种,9
663,状况,9
664,学,9
665,5000万,9
666,戎变,9
667,家属院,9
668,居民,9
669,疑似病例,9
670,车,9
671,想要,9
672,全省,9
673,院,9
674,首相,9
675,战胜,9
676,东莞,9
677,早日,9
678,飞机,9
679,捐,9
680,老年人,9
681,省市,9
682,始终,9
683,伪造,9
684,新闻网,9
685,消毒,9
686,机遇,9
687,公平,9
688,稳,9
689,伙伴,9
690,党,9
691,制度,9
692,社交,9
693,事务所,9
694,创新,9
695,活,9
696,大连,9
697,农林,9
698,临床,9
699,就业,9
700,第三,9
701,出门,9
702,机制,9
703,有限公司,9
704,警告,9
705,呼吸道,9
706,损失,9
707,宫城县,9
708,16时,9
709,疗法,9
710,减少,8
711,当年,8
712,财经,8
713,离开,8
714,特拉斯,8
715,自由,8
716,俄,8
717,开发,8
718,代表,8
719,作出,8
720,高度,8
721,构建,8
722,展现,8
723,思维,8
724,打压,8
725,思考,8
726,涉华,8
727,例行,8
728,来源,8
729,44,8
730,破坏,8
731,顺利,8
732,经验,8
733,精彩,8
734,盛会,8
735,关心,8
736,系列,8
737,对话,8
738,职工,8
739,流动,8
740,批准,8
741,外防,8
742,精准,8
743,开馆,8
744,位于,8
745,健康码,8
746,危险,8
747,真的,8
748,突变,8
749,前所未有,8
750,核心,8
751,恐慌,8
752,重症,8
753,广州,8
754,朋友圈,8
755,反复,8
756,大规模,8
757,加大,8
758,首都,8
759,营业,8
760,编辑,8
761,采样,8
762,刹,8
763,波,8
764,30分,8
765,越城区,8
766,坂本,8
767,吃到,8
768,购物,8
769,目的,8
770,展开,8
771,大衣,8
772,工具,8
773,方案,8
774,排队,8
775,连夜,8
776,昨天,8
777,[费,8
778,解],8
779,习近平,8
780,产业,8
781,虚假,8
782,纽约,8
783,办事处,8
784,迎来,8
785,选举,8
786,双边,8
787,统一,8
788,现场,8
789,运动,8
790,选手,8
791,车站,8
792,问答,8
793,供,8
794,参考,8
795,耐心,8
796,成渝,8
797,四川,8
798,名单,8
799,梦想,8
800,内蒙古,8
801,非洲,8
802,运抵,8
803,5000,8
804,广告,8
805,德尔塔变,8
806,讷河市,8
807,3-11,8
808,品牌,8
809,同比,8
810,连锁,8
811,模式,8
812,&gt;&gt;,8
813,取消,8
814,停尸房,8
815,交易,8
816,汇率,8
817,拙劣,8
818,毕业生,8
819,调生,8
820,野猪,8
821,食用,8
822,客服,8
823,义务,8
824,汽车,8
825,青花瓷,8
826,[心,7
827,相比,7
828,德尔塔,7
829,呼吁,7
830,暴露,7
831,符合,7
832,香港,7
833,一系列,7
834,汪文斌,7
835,立场,7
836,一贯,7
837,反对,7
838,内政,7
839,抹黑,7
840,人权,7
841,他国,7
842,无理,7
843,单边,7
844,制裁,7
845,别国,7
846,划线,7
847,有益,7
848,设置,7
849,只能,7
850,调动,7
851,宣传,7
852,批评,7
853,凌晨,7
854,封控,7
855,宝藏,7
856,训练,7
857,遵守,7
858,绝大多数,7
859,河北,7
860,领导,7
861,环球,7
862,微博,7
863,境外,7
864,志愿者,7
865,面积,7
866,观众,7
867,黑龙江,7
868,专业,7
869,资质,7
870,身份,7
871,国务院,7
872,B.1.1.529,7
873,关键,7
874,角度,7
875,过冬,7
876,郭某,7
877,73,7
878,死亡率,7
879,致敬,7
880,服务者,7
881,钱,7
882,透露,7
883,日常,7
884,今早,7
885,报备,7
886,富裕,7
887,旅游,7
888,银川,7
889,派,7
890,筹备,7
891,友谊,7
892,获悉,7
893,标准,7
894,大叔,7
895,集体,7
896,本周,7
897,谴责,7
898,教授,7
899,中新,7
900,教育部,7
901,中央,7
902,公众号,7
903,电视台,7
904,接近,7
905,走,7
906,美好,7
907,冲突,7
908,认同,7
909,暂停,7
910,依然,7
911,时期,7
912,广播,7
913,月月,7
914,315,7
915,准时,7
916,留言,7
917,甲类,7
918,退,7
919,律师团,7
920,消协,7
921,冷静,7
922,换位,7
923,理性,7
924,之下,7
925,建立,7
926,同意,7
927,成立,7
928,解除,7
929,证实,7
930,亮起,7
931,2.3,7
932,公里,7
933,灯光,7
934,秀,7
935,打响,7
936,保卫战,7
937,守住,7
938,了不起,7
939,喜欢,7
940,颜色,7
941,废弃,7
942,水产省,7
943,21时,7
944,值得,7
945,乏力,7
946,德国,7
947,压力,7
948,统筹,7
949,优于,7
950,网民,7
951,转运,7
952,0-24时,7
953,乘坐,7
954,主体,7
955,上涨,7
956,清华,7
957,供给,7
958,复核,7
959,拼,7
960,鸵鸟,7
961,基金会,7
962,行业,7
963,买,7
964,伦敦,7
965,热门,7
966,为由,7
967,送达,7
968,履行,7
969,追加剂,7
970,更换,7
971,稳中求进,7
972,统计局,6
973,创下,6
974,三年,6
975,自然,6
976,反弹,6
977,爆发,6
978,MV,6
979,威胁,6
980,外长,6
981,外交大臣,6
982,解读,6
983,贸易,6
984,危害,6
985,华,6
986,先进,6
987,本国,6
988,营造,6
989,正当,6
990,人为,6
991,违规,6
992,为名,6
993,现实,6
994,防寒,6
995,最终,6
996,餐饮,6
997,指导,6
998,补充,6
999,打造,6
1000,冬季,6
1001,首席,6
1002,保证,6
1003,环节,6
1004,国有,6
1005,扩散,6
1006,提到,6
1007,店员,6
1008,日前,6
1009,高位,6
1010,来临,6
1011,招募,6
1012,辽宁省,6
1013,系统,6
1014,入馆,6
1015,安哥,6
1016,公祭,6
1017,规划,6
1018,中部,6
1019,袭击,6
1020,1.,6
1021,S蛋白,6
1022,身上,6
1023,传染,6
1024,动态,6
1025,正以,6
1026,解封,6
1027,爱心,6
1028,10万,6
1029,欧盟,6
1030,人均,6
1031,津,6
1032,八院,6
1033,标本,6
1034,接触,6
1035,上百,6
1036,侦查员,6
1037,婚礼,6
1038,涉疫,6
1039,沸点,6
1040,缩短,6
1041,希隆,6
1042,65,6
1043,雪雕,6
1044,第六,6
1045,诊断,6
1046,会诊,6
1047,渭水,6
1048,校区,6
1049,七,6
1050,住院,6
1051,追踪,6
1052,市级,6
1053,鲸,6
1054,之内,6
1055,免疫学,6
1056,暂时,6
1057,乱,6
1058,83,6
1059,犯罪,6
1060,李某,6
1061,陆续,6
1062,国民,6
1063,正义,6
1064,交往,6
1065,上周,6
1066,深化,6
1067,命运,6
1068,共同体,6
1069,理念,6
1070,稳步,6
1071,共享,6
1072,困难,6
1073,上午,6
1074,论坛,6
1075,经贸,6
1076,领导人,6
1077,时有,6
1078,意味着,6
1079,宪章,6
1080,冰雪,6
1081,爱好者,6
1082,黑猫,6
1083,店,6
1084,东站,6
1085,列车,6
1086,停运,6
1087,站,6
1088,运行,6
1089,咳嗽,6
1090,卖家,6
1091,保护法,6
1092,赔,6
1093,重庆,6
1094,共建成渝,6
1095,协同,6
1096,支撑,6
1097,财政,6
1098,金融,6
1099,活成,6
1100,呼伦贝尔,6
1101,呼伦贝尔市,6
1102,研究生,6
1103,国外,6
1104,吐,6
1105,告诉,6
1106,销毁,6
1107,阿斯利康,6
1108,身边,6
1109,日媒,6
1110,年末,6
1111,泰康,6
1112,200,6
1113,干咳,6
1114,支持度,6
1115,下滑,6
1116,聚会,6
1117,基因,6
1118,发文,6
1119,体内,6
1120,青年,6
1121,响应,6
1122,仓库,6
1123,旅居史,6
1124,性,6
1125,塞尔维亚,6
1126,炸鸡,6
1127,营收,6
1128,高速,6
1129,通告,6
1130,瘦,6
1131,朋友,6
1132,密接者,6
1133,蛋,6
1134,羽绒服,6
1135,通风,6
1136,澳洲,6
1137,教师,6
1138,外卖员,6
1139,教育局,6
1140,龚某,6
1141,养猪场,6
1142,20万剂,6
1143,旗号,6
1144,杂音,6
1145,舞台,6
1146,棉大衣,6
1147,宁波市,6
1148,期限,6
1149,搭乘,6
1150,人间,6
1151,平凡,6
1152,陷入,6
1153,浪潮,6
1154,双城区,6
1155,安巴韦,6
1156,单抗,6
1157,罗米司,6
1158,韦单,6
1159,民警,5
1160,逼近,5
1161,梳理,5
1162,世纪,5
1163,2016年,5
1164,不适,5
1165,军事,5
1166,幸运,5
1167,蓝色,5
1168,汗水,5
1169,浸润,5
1170,坚毅,5
1171,眼神,5
1172,重量,5
1173,肩头,5
1174,担当,5
1175,起风,5
1176,寒冬,5
1177,乘风破浪,5
1178,结束,5
1179,围绕,5
1180,体系,5
1181,遏制,5
1182,强行,5
1183,深度,5
1184,30年,5
1185,推广,5
1186,判断,5
1187,主席国,5
1188,东海,5
1189,南海,5
1190,台海,5
1191,涉港,5
1192,涉海,5
1193,5%,5
1194,发达,5
1195,23%,5
1196,18%,5
1197,生命权,5
