id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,84046795,71064,81381596,1421315,96.8%,1243884,1.5%
2,欧洲,83469381,272638,72938928,9019425,87.4%,1511028,1.8%
3,非洲,9570376,35825,8559822,782711,89.4%,227843,2.4%
4,大洋洲,474640,8884,377995,92188,79.6%,4457,0.9%
5,北美洲,63234380,49765,49724633,12274613,78.6%,1235134,2.0%
6,南美洲,39474534,22253,37411883,871976,94.8%,1190675,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
