id,area,confirmed,died,cured,asymptomatic,asymptomaticRelative,unconfirmed,relativeTime,confirmedRelative,unconfirmedRelative,curedRelative,diedRelative,icu,icuRelative,overseasInput,unOverseasInputCumulative,overseasInputRelative,unOverseasInputNewAdd,curConfirm,curConfirmRelative,icuDisable
1,china,130885,5699,120523,495,27,6,1640448000,260,4,87,0,13,4,10932,119926,38,195,4663,180,1
2,oversea,280272646,5413042,250397037,None,None,None,1640448000,460429,None,343479,3329,None,None,None,None,None,None,24462567,113621,None
