id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,80758980,87522,77925928,1644767,96.5%,1188285,1.5%
2,欧洲,68775923,302100,60947701,6467483,88.6%,1360739,2.0%
3,非洲,8643479,3461,8022027,399925,92.8%,221527,2.6%
4,大洋洲,339977,1331,293883,42105,86.4%,3989,1.2%
5,北美洲,57728797,162723,46494521,10061164,80.5%,1173112,2.0%
6,南美洲,38717937,13223,36826997,714531,95.1%,1176409,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
