id,area,confirmed,died,cured,asymptomatic,asymptomaticRelative,unconfirmed,relativeTime,confirmedRelative,unconfirmedRelative,curedRelative,diedRelative,icu,icuRelative,overseasInput,unOverseasInputCumulative,overseasInputRelative,unOverseasInputNewAdd,curConfirm,curConfirmRelative,icuDisable
1,china,380384,8639,142466,3972,814,7,1646841600,8261,3,1020,281,6,-1,15994,364244,158,7957,229279,6814,1
2,oversea,453074274,6043478,387846004,None,None,None,1646841600,1854656,None,2117677,7282,None,None,None,None,None,None,59184792,-270303,None
