id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,123411381,815551,111437269,10614654,90.3%,1359458,1.1%
2,欧洲,163302136,825569,144055282,17511845,88.2%,1735009,1.1%
3,非洲,11611679,17481,10768824,591398,92.7%,251457,2.2%
4,大洋洲,4116945,39061,3569176,539561,86.7%,8208,0.2%
5,北美洲,95579861,75879,68344714,25812053,71.5%,1423094,1.5%
6,南美洲,55051560,81114,49670040,4115281,90.2%,1266239,2.3%
7,其他,712,0,699,0,98.2%,13,1.8%
